id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	IID_H196807_T01_01_WG01.count	IID_H196807_T02_01_WG01.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
161	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr14.2	25221676.5-53236570.5	44725244.5-qtel	0.049989347	7	42970909	42970910	14	58908602	58908603	+	-	TRA	15937693	34	4	PSMA2	PSMA2	ENST00000223321	-1	2	intron	1	8	_	KIAA0586	KIAA0586	ENST00000556134	1	2	intron	5	32	_	900
44	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.5	25221676.5-53236570.5	cen_end-qtel	0.049989347	7	45002843	45002846	7	131312580	131312583	-	-	DUP	86309737	25	16	MYO1G	MYO1G	ENST00000258787	-1	0	intron	20	22	_	_	_	_	_	_	_	_	_	_	0
14	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.5	25221676.5-53236570.5	cen_end-qtel	0.049989347	7	48036423	48036424	7	70776161	70776162	+	+	DEL	22739738	44	6	SUN3	SUN3	ENST00000453192	-1	1	intron	7	11	_	WBSCR17	WBSCR17	ENST00000333538	1	1	intron	1	11	_	540
16	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.5	25221676.5-53236570.5	cen_end-qtel	0.049989347	7	50900961	50900962	7	71981075	71981076	-	-	DUP	21080114	28	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
261	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	66864697	66864698	14	65288309	65288310	-	-	TRA	-1576388	33	5	_	_	_	_	_	_	_	_	_	SPTB	SPTB	ENST00000389722	-1	1	intron	1	35	_	0
40	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	67255905	67255907	7	128034874	128034876	+	+	DEL	60778969	20	2	_	_	_	_	_	_	_	_	_	IMPDH1	IMPDH1	ENST00000338791	-1	2	intron	14	17	_	0
25	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	67255938	67255939	7	106324082	106324083	-	-	DUP	39068144	37	3	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
112	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	70774327	70774328	14	44725244	44725245	+	-	TRA	-26049083	26	4	WBSCR17	WBSCR17	ENST00000333538	1	1	intron	1	11	_	RP11-305B6.3	RP11-305B6.3	ENST00000553827	-1	_	UTRintron	1	3	_	200
431	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	71652565	71652566	14	83332830	83332831	-	+	TRA	11680265	21	7	CALN1	CALN1	ENST00000395275	-1	1	intron	3	7	_	_	_	_	_	_	_	_	_	_	0
33	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	71979963	71979966	7	113579059	113579062	-	+	T2T_INV	41599096	16	3	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
53	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	71980120	71980123	7	146033753	146033756	+	-	H2H_INV	74053633	14	4	_	_	_	_	_	_	_	_	_	CNTNAP2	CNTNAP2	ENST00000361727	1	1	intron	1	24	_	0
49	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	76061190	76061193	7	132444588	132444591	+	+	DEL	56383398	32	3	ZP3	ZP3	ENST00000394857	1	2	intron	2	8	_	_	_	_	_	_	_	_	_	_	0
591	T1_T2	high	trunk	chromothripsis	5	none	#646464	unbalanced_translocation	2_7	1	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	79377196	79377197	14	98192088	98192089	+	-	TRA	18814892	28	6	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
66	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	83010805	83010809	7	158389911	158389915	-	-	DUP	75379106	26	3	SEMA3E	SEMA3E	ENST00000307792	-1	0	intron	16	17	_	_	_	_	_	_	_	_	_	_	0
551	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	84135207	84135209	14	91489259	91489261	+	-	TRA	7354052	43	6	_	_	_	_	_	_	_	_	_	RPS6KA5	RPS6KA5	ENST00000261991	-1	1	intron	1	17	_	0
461	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	86998030	86998032	14	85755921	85755923	+	+	TRA	-1242109	25	2	CROT	CROT	ENST00000331536	1	1	intron	6	18	_	_	_	_	_	_	_	_	_	_	0
29	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	91925686	91925688	7	106330789	106330791	-	-	DUP	14405103	34	2	ANKIB1	ANKIB1	ENST00000265742	1	2	intron	2	20	_	_	_	_	_	_	_	_	_	_	0
23	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	92478786	92478790	7	97600409	97600413	+	-	H2H_INV	5121623	45	7	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
73	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	95519666	95519667	14	51855532	51855533	+	+	TRA	-43664134	39	4	DYNC1I1	DYNC1I1	ENST00000324972	1	1	intron	6	17	_	_	_	_	_	_	_	_	_	_	0
611	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	95519857	95519858	7	155942453	155942454	-	-	DUP	60422596	43	6	DYNC1I1	DYNC1I1	ENST00000324972	1	1	intron	6	17	_	_	_	_	_	_	_	_	_	_	0
24	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	96861585	96861586	7	98189455	98189456	+	-	H2H_INV	1327870	39	6	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
411	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	96862051	96862056	7	131310684	131310689	-	+	T2T_INV	34448633	19	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
512	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	97601402	97601404	14	48797733	48797735	-	-	TRA	-48803669	23	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
313	T1	high	T1_100	chromothripsis	5	none	#7800F8	inversion	17	1	NA	NA	NA	NA	NA	14	46423826	46423830	14	74937379	74937383	-	+	T2T_INV	28513553	31	1	LINC00871	LINC00871	ENST00000555246	1	_	UTRintron	1	6	_	_	_	_	_	_	_	_	_	_	0
361	T1	high	T1_100	chromothripsis	5	none	#7800F8	inversion	18	1	NA	NA	NA	NA	NA	14	59321541	59321543	14	77322282	77322284	-	+	T2T_INV	18000741	33	1	RP11-112J1.2	RP11-112J1.2	ENST00000553762	1	_	UTRintron	1	4	_	C14orf166B	C14orf166B	ENST00000393774	1	0	intron	9	14	_	180
410	T1	high	T1_100	chromothripsis	5	none	#7800F8	unbalanced_translocation	21	1	NA	NA	NA	NA	NA	3	42307832	42307840	7	28904323	28904331	+	+	TRA	-13403509	34	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
571	T1	high	T1_100	chromothripsis	5	none	#7800F8	complex	15	2	NA	NA	NA	NA	NA	7	106330612	106330616	14	96825368	96825372	+	+	TRA	-9505244	17	1	_	_	_	_	_	_	_	_	_	ATG2B	ATG2B	ENST00000359933	-1	0	intron	1	42	_	0
181	T1	high	T1_100	chromothripsis	5	none	#7800F8	unbalanced_translocation	26	1	NA	NA	NA	NA	NA	7	31364330	31364331	14	59442500	59442501	+	-	TRA	28078170	36	1	_	_	_	_	_	_	_	_	_	RP11-112J1.2	RP11-112J1.2	ENST00000556815	1	_	UTRintron	4	6	_	0
69	T1	high	T1_100	chromothripsis	5	none	#7800F8	inversion	27	1	NA	NA	NA	NA	NA	7	34045810	34045811	7	38457180	38457181	+	-	H2H_INV	4411370	32	0	BMPER	BMPER	ENST00000297161	1	0	intron	7	16	_	AMPH	AMPH	ENST00000356264	-1	0	intron	17	21	_	900
20	T1	high	T1_100	chromothripsis	5	none	#7800F8	tandem_duplication	28	1	NA	NA	NA	NA	NA	7	37183096	37183099	7	91925364	91925367	-	-	DUP	54742268	32	1	ELMO1	ELMO1	ENST00000310758	-1	0	intron	13	22	_	ANKIB1	ANKIB1	ENST00000265742	1	2	intron	2	20	_	540
211	T1	high	T1_100	chromothripsis	5	none	#7800F8	simple_deletion	29	1	NA	NA	NA	NA	NA	7	66372240	66372243	7	92479071	92479074	+	+	DEL	26106831	31	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
60	T1	high	T1_100	chromothripsis	5	none	#7800F8	inversion	30	1	NA	NA	NA	NA	NA	7	70138793	70138798	7	155421607	155421612	-	+	T2T_INV	85282814	24	0	AUTS2	AUTS2	ENST00000342771	1	0	intron	5	19	_	_	_	_	_	_	_	_	_	_	0
451	T1	high	T1_100	chromothripsis	5	none	#7800F8	complex	14	2	NA	NA	NA	NA	NA	7	70776172	70776174	14	85755848	85755850	-	+	TRA	14979676	28	0	WBSCR17	WBSCR17	ENST00000333538	1	1	intron	1	11	_	_	_	_	_	_	_	_	_	_	0
641	T1	high	T1_100	chromothripsis	5	none	#7800F8	complex	14	2	NA	NA	NA	NA	NA	7	70776835	70776839	14	104516554	104516558	+	+	TRA	33739719	36	1	WBSCR17	WBSCR17	ENST00000333538	1	1	intron	1	11	_	TDRD9	TDRD9	ENST00000409874	1	0	intron	35	36	_	700
34	T1	high	T1_100	chromothripsis	5	none	#7800F8	inversion	31	1	NA	NA	NA	NA	NA	7	79377821	79377824	7	122023951	122023954	-	+	T2T_INV	42646130	43	1	_	_	_	_	_	_	_	_	_	CADPS2	CADPS2	ENST00000449022	-1	0	intron	24	30	_	0
28	T1	high	T1_100	chromothripsis	5	none	#7800F8	complex	15	2	NA	NA	NA	NA	NA	7	79591065	79591066	7	106324697	106324698	-	-	DUP	26733632	24	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
541	T1	high	T1_100	chromothripsis	5	none	#7800F8	unbalanced_translocation	32	1	NA	NA	NA	NA	NA	7	86998055	86998057	14	88955335	88955337	-	+	TRA	1957280	37	1	CROT	CROT	ENST00000331536	1	1	intron	6	18	_	PTPN21	PTPN21	ENST00000556564	-1	2	intron	10	19	_	700
54	T1	high	T1_100	chromothripsis	5	none	#7800F8	inversion	33	1	NA	NA	NA	NA	NA	7	95086107	95086108	7	146034069	146034070	-	+	T2T_INV	50947962	40	1	_	_	_	_	_	_	_	_	_	CNTNAP2	CNTNAP2	ENST00000361727	1	1	intron	1	24	_	0
59	T2	high	trunk	chromothripsis	5	none	#646464	inversion	34	1	NA	NA	NA	NA	NA	7	69750407	69750408	7	155384036	155384037	-	+	T2T_INV	85633629	0	4	AUTS2	AUTS2	ENST00000342771	1	0	intron	4	19	_	_	_	_	_	_	_	_	_	_	0
61	T1	high	T1_100	tandem_duplication	6	none	#7800F8	tandem_duplication	22	1	NA	NA	NA	NA	NA	3	82282112	82282116	3	82317290	82317294	-	-	DUP	35178	32	0	RP11-260O18.1	RP11-260O18.1	ENST00000470263	1	_	UTRintron	3	9	_	RP11-260O18.1	RP11-260O18.1	ENST00000470263	1	_	UTRintron	3	9	_	100
71	T1	high	T1_100	tandem_duplication	7	none	#7800F8	tandem_duplication	6	1	6.chr3.1	6.chr3.2	177745326.5-177745326.5	177783730.5-177783730.5	NA	3	177745326	177745327	3	177783730	177783731	-	-	DUP	38404	28	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
114	T1_T2	high	trunk	tandem_duplication	8	none	#646464	tandem_duplication	3	1	3.chr4.1	3.chr4.2	108521381-108521381	108536487-108536487	NA	4	108521380	108521382	4	108536486	108536488	-	-	DUP	15106	24	6	_	_	_	_	_	_	_	_	_	PAPSS1	PAPSS1	ENST00000265174	-1	2	intron	11	12	_	0
5	T1	high	T1_100	simple_deletion	9	none	#7800F8	simple_deletion	23	1	NA	NA	NA	NA	NA	5	15922772	15922773	5	23057747	23057748	+	+	DEL	7134975	21	0	FBXL7	FBXL7	ENST00000504595	1	1	intron	2	4	_	_	_	_	_	_	_	_	_	_	0
8	T1	high	T1_100	simple_deletion	10	none	#7800F8	simple_deletion	24	1	NA	NA	NA	NA	NA	5	83845162	83845164	5	119767936	119767938	+	+	DEL	35922774	41	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
7	T1	high	T1_100	tandem_duplication	11	none	#7800F8	tandem_duplication	25	1	NA	NA	NA	NA	NA	5	91785042	91785043	5	91814619	91814620	-	-	DUP	29577	23	0	RP11-348J24.2	RP11-348J24.2	ENST00000507217	1	_	UTRintron	3	4	_	RP11-133F8.2	RP11-133F8.2	ENST00000513779	-1	_	UTRintron	2	3	_	100
10	T1_T2	high	trunk	tandem_duplication	12	none	#646464	tandem_duplication	4	1	4.chr5.1	4.chr5.2	143893325.5-143893325.5	144057004.5-144057004.5	NA	5	143893323	143893328	5	144057002	144057007	-	-	DUP	163679	31	4	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
115	T1_T2	high	trunk	tandem_duplication	13	none	#646464	tandem_duplication	5	1	5.chr6.1	5.chr6.2	164073901-164073901	164128956-164128956	NA	6	164073899	164073903	6	164128954	164128958	-	-	DUP	55055	37	4	_	_	_	_	_	_	_	_	_	RP1-230L10.1	RP1-230L10.1	ENST00000452944	1	_	UTRintron	1	2	_	0
116	T1_T2	high	trunk	unbalanced_translocation	14	none	#646464	unbalanced_translocation	2_5	1	2.chr7.4	2.chr11.1	25221676.5-53236570.5	69481558.5-69481558.5	0.049989347	7	25221676	25221677	11	69481558	69481559	+	-	TRA	44259882	80	12	_	_	_	_	_	_	_	_	_	ORAOV1	ORAOV1	ENST00000279147	-1	_	3UTRexon	5	5	_	0
IID_H196807_T01_01_WG01.98	T1_T2	high	trunk	tandem_duplication	15	none	#646464	tandem_duplication	6	1	6.chr8.1	6.chr8.2	38353968.5-38353968.5	38488578.5-38488578.5	NA	8	38353967	38353970	8	38488577	38488580	-	-	DUP	134610	27	4	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
IID_H196807_T01_01_WG01.99	T1	high	T1_100	inversion	16	none	#7800F8	inversion	12	1	12.chr13.1	12.chr13.2	102548986.5-102548986.5	102560875.5-102560875.5	NA	13	102548985	102548988	13	102560874	102560877	-	+	T2T_INV	11889	24	0	FGF14	FGF14	ENST00000376131	-1	1	intron	1	5	_	FGF14	FGF14	ENST00000376131	-1	1	intron	1	5	_	450
IID_H196807_T01_01_WG01.118	T1	high	T1_100	simple_deletion	17	none	#7800F8	simple_deletion	19	1	NA	NA	NA	NA	NA	15	37518351	37518352	15	57725621	57725622	+	+	DEL	20207270	40	0	_	_	_	_	_	_	_	_	_	CGNL1	CGNL1	ENST00000281282	1	_	5UTRintron	1	19	_	0
117	T1	high	T1_100	simple_deletion	18	none	#7800F8	simple_deletion	20	1	NA	NA	NA	NA	NA	17	16972641	16972642	17	16997896	16997897	+	+	DEL	25255	19	1	MPRIP	MPRIP	ENST00000395811	1	0	intron	1	23	_	MPRIP	MPRIP	ENST00000395811	1	0	intron	3	23	_	880
IID_H196807_T01_01_WG01.120	T1	high	T1_100	inversion	19	none	#7800F8	simple_deletion	16	1	NA	NA	NA	NA	NA	19	57615371	57615372	19	57616562	57616563	+	+	DEL	1191	28	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
119	T1_T2	high	trunk	simple_deletion	20	ATRX	#646464	simple_deletion	7_1	1	7.chrX.1	7.chrX.1	76916720.5-76960569.5	76916720.5-76960569.5	#NAME?	X	76916720	76916721	X	76960569	76960570	+	+	DEL	43849	25	4	ATRX	ATRX	ENST00000373344	-1	1	intron	12	35	_	ATRX	ATRX	ENST00000373344	-1	1	intron	2	35	_	880
219	T1_T2	high	trunk	tandem_duplication	21	none	#646464	tandem_duplication	7_2	1	7.chrX.2	7.chrX.2	116891361-116954310	116891361-116954310	#NAME?	X	116891360	116891362	X	116954309	116954311	-	-	DUP	62949	23	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
218	T1	low	NA	inversion	NA	NA	NA	inversion	13	1	NA	NA	NA	NA	NA	20	10097363	10097366	20	10101207	10101210	-	+	TRA	3844	22	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
