id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.134819.T10.3.D1.1.count	I.H.134819.T11.3.D1.1.count	I.H.134819.T12.3.D1.1.count	I.H.134819.T14.3.D1.1.count	I.H.134819.T15.3.D1.1.count	I.H.134819.T16.3.D1.1.count	I.H.134819.T9.3.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
135	T11_T12_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	none	#005800	unbalanced_translocation	66	1	NA	NA	NA	NA	NA	6	35242365	35242367	12	69139189	69139191	-	-	TRA	-1	0	15	34	0	16	13	0	ZNF76	ZNF76	ENST00000373953	1	_	5UTRintron	1	14	_	_	_	_	_	_	_	_	_	_	0
504	T14	high	R3 100%	complex_unclassified	42	none	#FF0080	reciprocal_inversion	35	2	NA	NA	NA	NA	NA	6	52851433	52851438	6	52854762	52854767	-	+	T2T_INV	3329	0	0	1	90	0	0	0	GSTA4	GSTA4	ENST00000370963	-1	1	intron	3	7	_	GSTA4	GSTA4	ENST00000370963	-1	0	intron	2	7	_	530
506	T11	high	R1 77%	tandem_duplication	104	none	#974706	tandem_duplication	8	1	8.chr6.1	8.chr6.2	65775448.5-65775448.5	65865229.5-65865229.5	NA	6	65775448	65775449	6	65865229	65865230	-	-	DUP	89781	0	31	0	0	0	0	0	EYS	EYS	ENST00000503581	-1	1	intron	12	43	_	EYS	EYS	ENST00000503581	-1	1	intron	12	43	_	460
301	T10/T9	high	D1,D2 100%	simple_deletion	81	none	#7800F8	complex	3_1	191	3.chr6.19	3.chr12.11	81951068-81951068	118558324-119133904	0.049987048	6	81951068	81951068	12	118845372	118845372	+	+	TRA	-1	2	0	0	0	0	0	8	_	_	_	_	_	_	_	_	_	SUDS3	SUDS3	ENST00000543473	1	2	intron	10	12	_	0
302	T9	high	D1 6% / D2 58%	complex_unclassified	93	none	#CA9EF8	complex	31	3	NA	NA	NA	NA	NA	6	81952219	81952221	12	118845609	118845611	-	-	TRA	-1	1	0	0	0	0	0	9	_	_	_	_	_	_	_	_	_	SUDS3	SUDS3	ENST00000543473	1	2	intron	10	12	_	0
508	T11	high	R1 77%	tandem_duplication	105	none	#974706	tandem_duplication	9	1	9.chr6.1	9.chr6.2	83253841-83253841	83258405-83258405	NA	6	83253840	83253842	6	83258404	83258406	-	-	DUP	4564	0	9	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
510	T11	high	R1 77%	reciprocal_translocation	103	none	#974706	complex	7	3	7.chr6.2	7.chr6.2	148204885-148659249.5	148204885-148659249.5	0.004973505	6	148326780	148326781	6	148659249	148659250	+	+	DEL	332469	0	6	0	0	0	0	0	_	_	_	_	_	_	_	_	_	SASH1	SASH1	ENST00000367469	1	0	intron	1	4	_	0
517	T14	high	R3 100%	complex_unclassified	43	none	#FF0080	complex	33	2	NA	NA	NA	NA	NA	6	149175943	149175947	16	34197553	34197557	-	-	TRA	-1	0	0	0	23	0	0	0	UST	UST	ENST00000367463	1	1	intron	1	8	_	_	_	_	_	_	_	_	_	_	0
516	T14	high	R3 100%	complex_unclassified	43	none	#FF0080	complex	33	2	NA	NA	NA	NA	NA	6	149275932	149275936	16	34197280	34197284	+	+	TRA	-1	0	0	0	28	0	0	0	UST	UST	ENST00000367463	1	2	intron	4	8	_	_	_	_	_	_	_	_	_	_	0
58	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	22927475	22927476	7	26014275	26014276	-	-	DUP	3086800	4	2262	2976	2880	4793	4579	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
30	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	22928037	22928039	7	24500571	24500571	-	+	T2T_INV	1572534	0	92	125	90	180	170	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
21	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	22929461	22929463	7	23353525	23353525	-	+	T2T_INV	424064	0	83	104	70	162	140	0	AC005682.8	AC005682.8	ENST00000421730	-1	_	UTRintron	3	4	_	IGF2BP3	IGF2BP3	ENST00000258729	-1	0	intron	12	15	_	180
49	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	22964371	22964371	7	25725158	25725158	+	+	DEL	2760787	0	163	113	117	165	156	0	AC005682.8	AC005682.8	ENST00000421730	-1	_	UTRintron	2	4	_	AC003090.1	AC003090.1	ENST00000456777	-1	_	UTRintron	1	4	_	100
50	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	22966590	22966592	7	25752284	25752286	-	-	DUP	2785694	0	90	72	84	143	123	0	AC005682.8	AC005682.8	ENST00000421730	-1	_	UTRintron	2	4	_	AC003090.1	AC003090.1	ENST00000456777	-1	_	UTRintron	1	4	_	100
22	T12	high	R2 52%	DM	25	MDM2|CDK4	#0057FF	complex	10	2	10.chr7.2	10.chr7.2	23054855-23449451	23054855-23449451	0.000825291	7	23054854	23054856	7	23368543	23368543	-	+	T2T_INV	313689	0	0	10	0	1	0	0	_	_	_	_	_	_	_	_	_	IGF2BP3	IGF2BP3	ENST00000258729	-1	0	intron	10	15	_	0
202	T11_T12_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	none	#005800	unbalanced_translocation	67	1	NA	NA	NA	NA	NA	7	23174200	23174202	12	70032770	70032772	-	-	TRA	-1	0	19	19	0	36	51	0	KLHL7	KLHL7	ENST00000339077	1	1	intron	4	11	_	_	_	_	_	_	_	_	_	_	0
111	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23182600	23182600	12	58104109	58104109	+	+	TRA	-1	0	36	66	49	97	82	0	KLHL7	KLHL7	ENST00000339077	1	0	intron	5	11	_	OS9	OS9	ENST00000315970	1	0	intron	5	15	_	900
43	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23189812	23189814	7	25196833	25196835	-	-	DUP	2007021	0	80	129	83	172	177	0	KLHL7	KLHL7	ENST00000339077	1	1	intron	6	11	_	C7orf31	C7orf31	ENST00000409280	-1	2	intron	5	10	_	540
624	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23220388	23220389	7	25098210	25098211	+	-	H2H_INV	1877822	0	79	108	81	186	159	0																			
38	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23220389	23220389	7	25098210	25098212	+	-	H2H_INV	1877821	0	79	108	81	186	159	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
26	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23295229	23295231	7	24298887	24298887	-	+	T2T_INV	1003658	0	83	92	75	176	158	0	GPNMB	GPNMB	ENST00000381990	1	1	intron	3	11	_	_	_	_	_	_	_	_	_	_	0
29	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23346676	23346676	7	24463404	24463404	+	+	DEL	1116728	0	53	79	76	142	127	0	MALSU1	MALSU1	ENST00000466681	1	0	intron	2	4	_	_	_	_	_	_	_	_	_	_	0
197	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23379376	23379376	12	69969950	69969950	+	+	TRA	-1	0	95	100	122	167	145	0	IGF2BP3	IGF2BP3	ENST00000258729	-1	0	intron	10	15	_	FRS2	FRS2	ENST00000550389	1	_	3UTRexon	7	7	_	200
219	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23429547	23429547	12	70205511	70205513	+	-	TRA	-1	0	88	99	77	153	161	0	IGF2BP3	IGF2BP3	ENST00000258729	-1	0	intron	3	15	_	RAB3IP	RAB3IP	ENST00000550536	1	2	intron	8	11	_	700
54	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23432385	23432387	7	25934415	25934417	-	-	DUP	2502030	0	85	99	101	160	134	0	IGF2BP3	IGF2BP3	ENST00000258729	-1	0	intron	3	15	_	_	_	_	_	_	_	_	_	_	0
238	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23449242	23449242	12	70531131	70531131	+	+	TRA	-1	0	41	58	66	104	77	0	IGF2BP3	IGF2BP3	ENST00000258729	-1	0	intron	3	15	_	_	_	_	_	_	_	_	_	_	0
536	T12	high	R2 52%	DM	25	MDM2|CDK4	#0057FF	complex	10	2	10.chr7.2	10.chr14.1	23054855-23449451	106865462-106865462	0.000825291	7	23449450	23449452	14	106865462	106865462	-	+	TRA	-1	0	0	8	0	0	0	0	IGF2BP3	IGF2BP3	ENST00000258729	-1	0	intron	3	15	_	_	_	_	_	_	_	_	_	_	0
52	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	simple_deletion	71	1	NA	NA	NA	NA	NA	7	23542007	23542007	7	25816317	25816317	+	+	DEL	2274310	0	74	74	84	114	113	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
41	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23570063	23570065	7	25175976	25175978	-	-	DUP	1605913	0	90	127	88	183	167	0	TRA2A	TRA2A	ENST00000538367	-1	_	5UTRintron	1	9	_	C7orf31	C7orf31	ENST00000409280	-1	_	exon	10	10	_	820
24	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	simple_deletion	72	1	NA	NA	NA	NA	NA	7	23633013	23633013	7	23851506	23851506	+	+	DEL	218493	0	78	105	97	119	143	0	_	_	_	_	_	_	_	_	_	STK31	STK31	ENST00000355870	1	0	intron	22	24	_	0
231	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	29	5	NA	NA	NA	NA	NA	7	23671667	23671669	12	70460368	70460368	-	+	TRA	-1	0	95	100	81	140	127	0	CCDC126	CCDC126	ENST00000307471	1	1	intron	3	4	_	_	_	_	_	_	_	_	_	_	0
25	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23703043	23703043	7	23905985	23905987	+	-	H2H_INV	202942	0	93	78	104	132	130	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
188	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23718032	23718032	12	69847364	69847364	+	+	TRA	-1	0	57	94	70	149	120	0	_	_	_	_	_	_	_	_	_	RP11-956E11.1	RP11-956E11.1	ENST00000549261	1	_	UTRintron	1	3	_	0
118	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23723309	23723311	12	58228222	58228224	-	-	TRA	-1	0	96	133	88	155	149	0	FAM221A	FAM221A	ENST00000344962	1	2	intron	1	7	_	CTDSP2	CTDSP2	ENST00000398073	-1	1	intron	1	8	_	540
34	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23762072	23762072	7	24629229	24629229	+	+	DEL	867157	0	59	76	51	104	94	0	STK31	STK31	ENST00000355870	1	0	intron	4	24	_	MPP6	MPP6	ENST00000222644	1	_	5UTRintron	1	12	_	200
170	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23777515	23777517	12	69634020	69634020	-	+	TRA	-1	0	128	107	94	158	135	0	STK31	STK31	ENST00000355870	1	0	intron	8	24	_	CPSF6	CPSF6	ENST00000435070	1	0	intron	1	10	_	540
28	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23821949	23821949	7	24462924	24462924	+	+	DEL	640975	0	75	122	99	197	162	0	STK31	STK31	ENST00000355870	1	0	intron	16	24	_	_	_	_	_	_	_	_	_	_	0
346	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	unbalanced_translocation	73	1	NA	NA	NA	NA	NA	7	23875362	23875363	12	122714036	122714037	+	+	TRA	-1	0	79	77	98	103	126	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
196	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	23910706	23910708	12	69968413	69968415	-	-	TRA	-1	0	72	83	75	173	154	0	_	_	_	_	_	_	_	_	_	FRS2	FRS2	ENST00000299293	1	_	exon	10	10	_	0
48	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24115018	24115018	7	25695227	25695227	+	+	DEL	1580209	0	43	73	68	104	116	0	_	_	_	_	_	_	_	_	_	AC003090.1	AC003090.1	ENST00000456777	-1	_	UTRintron	3	4	_	0
33	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24237972	24237972	7	24623013	24623015	+	-	H2H_INV	385041	0	80	97	103	128	141	0	_	_	_	_	_	_	_	_	_	MPP6	MPP6	ENST00000222644	1	_	5UTRintron	1	12	_	0
47	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24267834	24267834	7	25685821	25685821	+	+	DEL	1417987	0	169	186	106	215	183	0	_	_	_	_	_	_	_	_	_	AC003090.1	AC003090.1	ENST00000456777	-1	_	UTRintron	3	4	_	0
27	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24272819	24272821	7	24319582	24319582	-	+	T2T_INV	46763	0	97	111	96	158	181	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
213	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24298275	24298275	12	70150248	70150248	+	+	TRA	-1	0	100	96	87	194	170	0	_	_	_	_	_	_	_	_	_	RAB3IP	RAB3IP	ENST00000325555	1	_	5UTRexon	3	11	_	0
40	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24317146	24317146	7	25128587	25128589	+	-	H2H_INV	811441	0	54	48	100	102	85	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
45	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24357624	24357624	7	25527999	25528001	+	-	H2H_INV	1170375	0	79	116	93	170	173	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
44	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24361068	24361070	7	25428685	25428687	-	-	DUP	1067617	0	115	101	157	199	178	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
234	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	29	5	NA	NA	NA	NA	NA	7	24400931	24400931	12	70476865	70476865	+	+	TRA	-1	0	93	91	67	140	133	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
199	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24460845	24460845	12	70010968	70010970	+	-	TRA	-1	0	111	121	76	198	170	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
138	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24496936	24496936	12	69158025	69158025	+	+	TRA	-1	0	73	76	71	138	124	0	_	_	_	_	_	_	_	_	_	SLC35E3	SLC35E3	ENST00000398004	1	2	intron	4	5	_	0
37	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24553329	24553331	7	25087677	25087677	-	+	T2T_INV	534348	0	93	127	99	179	179	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
55	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24647165	24647165	7	25935247	25935247	+	+	DEL	1288082	0	68	80	84	163	157	0	MPP6	MPP6	ENST00000222644	1	_	5UTRintron	1	12	_	_	_	_	_	_	_	_	_	_	0
126	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24649500	24649502	12	68950426	68950428	-	-	TRA	-1	0	68	73	134	141	155	0	MPP6	MPP6	ENST00000222644	1	_	5UTRintron	1	12	_	_	_	_	_	_	_	_	_	_	0
36	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	simple_deletion	74	1	NA	NA	NA	NA	NA	7	24692718	24692718	7	24964026	24964026	+	+	DEL	271308	0	62	71	57	123	95	0	MPP6	MPP6	ENST00000222644	1	0	intron	5	12	_	OSBPL3	OSBPL3	ENST00000313367	-1	_	5UTRintron	1	23	_	200
35	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24728403	24728405	7	24914540	24914540	-	+	T2T_INV	186137	0	112	140	93	215	211	0	MPP6	MPP6	ENST00000222644	1	_	3UTRexon	12	12	_	OSBPL3	OSBPL3	ENST00000313367	-1	0	intron	2	23	_	620
323	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24911378	24911380	12	120810850	120810852	+	+	TRA	-1	0	106	108	88	153	154	0	OSBPL3	OSBPL3	ENST00000313367	-1	_	exon	4	23	_	_	_	_	_	_	_	_	_	_	0
175	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	24940370	24940372	12	69662786	69662788	-	-	TRA	-1	1	102	111	103	174	161	0	OSBPL3	OSBPL3	ENST00000313367	-1	_	5UTRintron	1	23	_	CPSF6	CPSF6	ENST00000435070	1	_	3UTRintron	9	10	_	320
209	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25026305	25026305	12	70086966	70086968	+	-	TRA	-1	0	129	110	91	209	172	0	_	_	_	_	_	_	_	_	_	BEST3	BEST3	ENST00000330891	-1	1	intron	4	10	_	0
251	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25100970	25100972	12	70651287	70651289	-	-	TRA	-1	0	80	99	118	204	175	0	_	_	_	_	_	_	_	_	_	CNOT2	CNOT2	ENST00000229195	1	_	5UTRintron	1	16	_	0
248	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25121225	25121227	12	70638878	70638880	-	-	TRA	-1	2	67	97	107	168	161	0	_	_	_	_	_	_	_	_	_	CNOT2	CNOT2	ENST00000229195	1	_	5UTRintron	1	16	_	0
42	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25138412	25138414	7	25188916	25188916	-	+	T2T_INV	50504	0	66	88	129	167	162	0	_	_	_	_	_	_	_	_	_	C7orf31	C7orf31	ENST00000409280	-1	0	intron	7	10	_	0
158	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25153560	25153562	12	69396080	69396080	-	+	TRA	-1	1	117	117	106	205	217	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
153	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25165462	25165464	12	69372666	69372668	-	-	TRA	-1	0	116	100	92	166	140	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
229	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25171919	25171919	12	70316727	70316727	+	+	TRA	-1	0	36	68	99	126	96	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
125	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25202225	25202227	12	68943546	68943546	-	+	TRA	-1	1	75	138	92	185	164	0	C7orf31	C7orf31	ENST00000409280	-1	2	intron	3	10	_	_	_	_	_	_	_	_	_	_	0
373	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25204649	25204651	12	126686847	126686849	-	-	TRA	-1	0	94	107	92	170	132	0	C7orf31	C7orf31	ENST00000409280	-1	2	intron	3	10	_	RP4-765H13.1	RP4-765H13.1	ENST00000536505	1	_	UTRintron	1	2	_	200
51	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25273738	25273738	7	25753348	25753348	+	+	DEL	479610	0	55	94	63	129	118	0	_	_	_	_	_	_	_	_	_	AC003090.1	AC003090.1	ENST00000456777	-1	_	UTRintron	1	4	_	0
549	T14	high	R3 100%	DM	44	IGF2BP3|MDM2|CDK4	#FF0080	complex	30	2	NA	NA	NA	NA	NA	7	25308959	25308961	9	122191067	122191067	-	+	TRA	-1	0	0	0	14	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
548	T14	high	R3 100%	DM	44	IGF2BP3|MDM2|CDK4	#FF0080	complex	30	2	NA	NA	NA	NA	NA	7	25495009	25495011	9	122191059	122191061	-	-	TRA	-1	0	0	0	11	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
46	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25512340	25512340	7	25667951	25667953	+	-	H2H_INV	155611	0	58	81	64	122	91	0	_	_	_	_	_	_	_	_	_	AC003090.1	AC003090.1	ENST00000456777	-1	_	UTRintron	3	4	_	0
171	T11_T12_T14_T15_T16_100	high	R1,R2,R3,R4,R5 100%	chromothripsis	3	IGF2BP3|MDM2|CDK4	#005800	complex	28	86	NA	NA	NA	NA	NA	7	25518362	25518364	12	69636389	69636389	-	+	TRA	-1	0	80	96	97	145	124	0	_	_	_	_	_	_	_	_	_	CPSF6	CPSF6	ENST00000435070	1	0	intron	1	10	_	0
