presence.summary	color	subs_clone	confidence	id	event_type	event_id	csv_locus	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I-H-103207-T2-1-D1-1.count	I-H-103207-T3-1-D1-1.count	I-H-103207-T4-1-D1-1.count	I-H-103207-T5-1-D1-1.count	I-H-103207-T6-1-D1-1.count	I-H-103207-T7-1-D1-1.count	I-H-103207-T8-1-D1-1.count	I-H-103207-T9-1-D1-1.count	I-H-103207-T10-1-D1-1.count	I-H-103207-T11-1-D1-1.count	T1.count	N2.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag	chr1.mbrass	strand1.mbrass	start1.mbrass	end1.mbrass	chr2.mbrass	presence.I.H.103207.T2.1.D1.1	presence.I.H.103207.T3.1.D1.1	presence.I.H.103207.T4.1.D1.1	presence.I.H.103207.T5.1.D1.1	presence.I.H.103207.T6.1.D1.1	presence.I.H.103207.T7.1.D1.1	presence.I.H.103207.T8.1.D1.1	presence.I.H.103207.T9.1.D1.1	presence.I.H.103207.T10.1.D1.1	presence.I.H.103207.T11.1.D1.1	presence.I.H.103207.T1.1.D1.1	presence.I.H.103207.N2.1.D1.1	I.H.103207.N2.1.D1.1__numcallers	I.H.103207.N2.1.D1.1__callers	I.H.103207.N2.1.D1.1__numreads_brass	I.H.103207.N2.1.D1.1__numreads_svaba	I.H.103207.N2.1.D1.1__numreads_gridss	I.H.103207.T10.1.D1.1__numcallers	I.H.103207.T10.1.D1.1__callers	I.H.103207.T10.1.D1.1__numreads_brass	I.H.103207.T10.1.D1.1__numreads_svaba	I.H.103207.T10.1.D1.1__numreads_gridss	I.H.103207.T11.1.D1.1__numcallers	I.H.103207.T11.1.D1.1__callers	I.H.103207.T11.1.D1.1__numreads_brass	I.H.103207.T11.1.D1.1__numreads_svaba	I.H.103207.T11.1.D1.1__numreads_gridss	I.H.103207.T2.1.D1.1__numcallers	I.H.103207.T2.1.D1.1__callers	I.H.103207.T2.1.D1.1__numreads_brass	I.H.103207.T2.1.D1.1__numreads_svaba	I.H.103207.T2.1.D1.1__numreads_gridss	I.H.103207.T3.1.D1.1__numcallers	I.H.103207.T3.1.D1.1__callers	I.H.103207.T3.1.D1.1__numreads_brass	I.H.103207.T3.1.D1.1__numreads_svaba	I.H.103207.T3.1.D1.1__numreads_gridss	I.H.103207.T4.1.D1.1__numcallers	I.H.103207.T4.1.D1.1__callers	I.H.103207.T4.1.D1.1__numreads_brass	I.H.103207.T4.1.D1.1__numreads_svaba	I.H.103207.T4.1.D1.1__numreads_gridss	I.H.103207.T5.1.D1.1__numcallers	I.H.103207.T5.1.D1.1__callers	I.H.103207.T5.1.D1.1__numreads_brass	I.H.103207.T5.1.D1.1__numreads_svaba	I.H.103207.T5.1.D1.1__numreads_gridss	I.H.103207.T6.1.D1.1__numcallers	I.H.103207.T6.1.D1.1__callers	I.H.103207.T6.1.D1.1__numreads_brass	I.H.103207.T6.1.D1.1__numreads_svaba	I.H.103207.T6.1.D1.1__numreads_gridss	I.H.103207.T7.1.D1.1__numcallers	I.H.103207.T7.1.D1.1__callers	I.H.103207.T7.1.D1.1__numreads_brass	I.H.103207.T7.1.D1.1__numreads_svaba	I.H.103207.T7.1.D1.1__numreads_gridss	I.H.103207.T8.1.D1.1__numcallers	I.H.103207.T8.1.D1.1__callers	I.H.103207.T8.1.D1.1__numreads_brass	I.H.103207.T8.1.D1.1__numreads_svaba	I.H.103207.T8.1.D1.1__numreads_gridss	I.H.103207.T9.1.D1.1__numcallers	I.H.103207.T9.1.D1.1__callers	I.H.103207.T9.1.D1.1__numreads_brass	I.H.103207.T9.1.D1.1__numreads_svaba	I.H.103207.T9.1.D1.1__numreads_gridss	presence.summary
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	306	chromothripsis	1	none	2	2954857	2954859	2	23100947	23100949	-	-	0	0	3	1	8	9	7	0	3	11	16	9	0	0	AC019118.2	AC019118.2	ENST00000457478	-1	_	UTRintron	5	7	_	_	_	_	_	_	_	_	_	_	0	2	-	2954762	2955010	2	1	0	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	2	gridss,svaba	NA	14	16	2	gridss,svaba	NA	9	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	gridss,svaba	NA	8	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	302	chromothripsis	1	none	2	2954858	2954860	2	21614515	21614517	-	-	0	0	10	5	13	7	10	1	7	12	11	14	0	0	AC019118.2	AC019118.2	ENST00000457478	-1	_	UTRintron	5	7	_	AC067959.1	AC067959.1	ENST00000435237	1	_	UTRintron	1	6	_	100	2	-	2954629	2955009	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	5	NA	NA	NA	NA	NA	NA	NA	1	brass	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	7	NA	NA	1	brass	12	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	333	chromothripsis	1	none	2	2954858	2954860	2	40478305	40478305	-	+	0	0	4	2	6	6	8	0	2	1	11	5	0	0	AC019118.2	AC019118.2	ENST00000457478	-1	_	UTRintron	5	7	_	SLC8A1	SLC8A1	ENST00000406785	-1	2	intron	2	8	_	180	2	-	2954488	2955009	2	1	1	1	1	1	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	2	brass,svaba	11	11	NA	2	svaba,brass	5	5	NA	2	brass,svaba	4	4	NA	NA	NA	NA	NA	NA	2	brass,svaba	6	6	NA	2	svaba,brass	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	300	chromothripsis	1	none	2	3357491	3357491	2	20314017	20314017	+	+	0	0	5	3	9	6	4	0	1	2	6	3	0	0	TSSC1	TSSC1	ENST00000382125	-1	0	intron	2	9	_	_	_	_	_	_	_	_	_	_	0	2	+	3357466	3357810	2	1	1	1	1	1	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	7	chromothripsis	1	none	2	3357979	3357982	2	9332462	9332465	-	-	0	0	30	19	32	32	31	0	19	33	42	33	0	0	TSSC1	TSSC1	ENST00000382125	-1	0	intron	2	9	_	_	_	_	_	_	_	_	_	_	0	2	-	3357889	3358130	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	42	0	41	2	gridss,svaba	NA	0	33	3	brass,gridss,svaba	30	0	29	2	svaba,gridss	NA	0	19	3	brass,gridss,svaba	32	31	31	3	svaba,gridss,brass	32	0	32	3	brass,gridss,svaba	31	0	29	NA	NA	NA	NA	NA	2	gridss,svaba	NA	0	18	2	gridss,svaba	NA	0	32	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	425	chromothripsis	1	none	2	3931633	3931635	12	124458430	124458430	-	+	0	0	12	9	18	16	11	13	17	0	13	9	0	8	_	_	_	_	_	_	_	_	_	ZNF664	ZNF664	ENST00000538932	1	_	5UTRintron	1	5	_	0	2	-	3931418	3931785	12	1	1	1	1	1	1	1	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	brass,svaba	11	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T7_T8_T10_T11_N2
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	384	chromothripsis	1	none	2	6176076	6176076	2	50991546	50991546	+	+	0	0	14	10	24	13	22	0	14	22	24	15	0	0	_	_	_	_	_	_	_	_	_	NRXN1	NRXN1	ENST00000406316	-1	1	intron	5	22	_	0	2	+	6176011	6176097	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	24	21	24	3	svaba,gridss,brass	15	15	15	3	brass,gridss,svaba	14	14	14	3	svaba,gridss,brass	10	9	10	3	brass,gridss,svaba	24	24	24	3	svaba,gridss,brass	13	11	13	3	brass,gridss,svaba	22	22	22	NA	NA	NA	NA	NA	3	gridss,svaba,brass	14	14	14	3	gridss,brass,svaba	22	22	22	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	326	chromothripsis	1	none	2	6176119	6176119	2	34989302	34989302	+	+	0	0	9	7	16	13	15	0	10	13	16	12	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	6176038	6176271	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	2	brass,svaba	16	15	NA	NA	NA	NA	NA	NA	2	brass,svaba	9	9	NA	NA	NA	NA	NA	NA	2	brass,svaba	16	16	NA	2	svaba,brass	13	13	NA	2	brass,svaba	15	15	NA	NA	NA	NA	NA	NA	2	svaba,brass	10	9	NA	2	brass,svaba	13	13	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	6	chromothripsis	1	none	2	6176462	6176463	2	7733118	7733119	-	-	0	0	9	16	23	15	20	3	13	17	22	13	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	6176546	6176613	2	1	1	1	1	1	1	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	22	0	22	3	svaba,gridss,brass	13	0	13	3	brass,gridss,svaba	9	0	9	3	svaba,gridss,brass	16	0	16	2	brass,svaba	23	0	NA	3	svaba,gridss,brass	15	0	15	3	brass,gridss,svaba	20	0	20	NA	NA	NA	NA	NA	3	gridss,svaba,brass	13	0	12	3	gridss,brass,svaba	17	16	17	T2_T3_T4_T5_T6_T7_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	11	chromothripsis	1	none	2	7732982	7732984	2	10600631	10600633	-	-	0	0	19	12	20	27	24	0	11	17	25	21	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	7732640	7733132	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	25	0	25	3	svaba,gridss,brass	21	21	21	3	brass,gridss,svaba	19	19	19	3	svaba,gridss,brass	12	11	12	3	brass,gridss,svaba	20	20	20	3	svaba,gridss,brass	27	0	27	3	brass,gridss,svaba	24	23	24	NA	NA	NA	NA	NA	3	gridss,svaba,brass	11	11	11	3	gridss,brass,svaba	17	0	17	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	13	chromothripsis	1	none	2	7733118	7733119	2	12827130	12827131	+	-	0	0	30	17	36	20	46	0	20	39	46	28	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	7733082	7733161	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	8	chromothripsis	1	none	2	9305029	9305029	2	10162369	10162369	+	+	0	0	4	2	4	0	3	0	1	6	5	9	0	0	_	_	_	_	_	_	_	_	_	RP11-254F7.1	RP11-254F7.1	ENST00000566840	1	_	UTRexon	1	1	_	0	2	+	9305004	9305487	2	1	1	1	0	1	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	1	brass	5	NA	NA	2	gridss,brass	9	NA	9	1	brass	4	NA	NA	NA	NA	NA	NA	NA	1	brass	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	6	NA	NA	T2_T3_T4_T6_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	9	chromothripsis	1	none	2	9305036	9305038	2	10162369	10162369	-	+	0	0	0	0	2	0	1	0	2	3	6	2	0	0	_	_	_	_	_	_	_	_	_	RP11-254F7.1	RP11-254F7.1	ENST00000566840	1	_	UTRexon	1	1	_	0	2	-	9304835	9305188	2	0	0	1	0	0	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	2	brass,svaba	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T4_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	310	chromothripsis	1	none	2	9332701	9332703	2	23679702	23679704	-	-	0	0	11	15	33	18	22	1	8	21	42	30	0	0	_	_	_	_	_	_	_	_	_	KLHL29	KLHL29	ENST00000486442	1	_	5UTRintron	1	14	_	0	2	-	9332601	9332854	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	svaba,brass	8	8	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	376	chromothripsis	1	none	2	9333162	9333164	2	48385806	48385806	-	+	0	0	11	6	16	8	10	0	3	14	15	7	0	0	_	_	_	_	_	_	_	_	_	AC079807.4	AC079807.4	ENST00000447571	-1	_	UTRintron	3	9	_	0	2	-	9332815	9333314	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	15	15	14	2	gridss,brass	7	NA	7	3	brass,gridss,svaba	11	11	10	1	brass	6	NA	NA	3	brass,gridss,svaba	16	16	16	2	svaba,brass	8	8	NA	2	gridss,svaba	NA	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	gridss,brass,svaba	14	14	14	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	336	chromothripsis	1	none	2	9333165	9333166	2	42546586	42546587	+	-	0	0	32	21	43	31	26	1	18	30	37	37	0	0	_	_	_	_	_	_	_	_	_	EML4	EML4	ENST00000318522	1	0	intron	19	23	_	0	2	+	9333135	9333255	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	37	36	37	3	svaba,gridss,brass	37	33	37	3	brass,gridss,svaba	32	30	32	3	svaba,gridss,brass	21	20	21	3	brass,gridss,svaba	43	39	43	3	svaba,gridss,brass	31	30	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	gridss,svaba,brass	18	18	18	2	gridss,brass	30	NA	30	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	382	chromothripsis	1	none	2	9333294	9333294	2	48815255	48815255	+	+	0	0	7	1	7	5	6	1	1	3	14	8	0	0	_	_	_	_	_	_	_	_	_	STON1-GTF2A1L	STON1-GTF2A1L	ENST00000394754	1	1	intron	2	11	_	0	2	+	9333251	9333729	2	1	0	1	1	1	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	1	brass	14	NA	NA	1	brass	8	NA	NA	1	brass	7	NA	NA	NA	NA	NA	NA	NA	1	brass	7	NA	NA	1	brass	5	NA	NA	1	brass	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T4_T5_T6_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	331	chromothripsis	1	none	2	9333304	9333306	2	39069861	39069863	-	-	0	0	6	9	13	12	8	0	2	6	16	4	0	0	_	_	_	_	_	_	_	_	_	DHX57	DHX57	ENST00000295373	-1	1	intron	12	24	_	0	2	-	9332918	9333457	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	gridss,svaba	NA	12	13	2	svaba,gridss	NA	12	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	319	chromothripsis	1	none	2	9333314	9333314	2	25384681	25384683	+	-	0	0	8	3	7	2	5	0	2	4	3	5	0	0	_	_	_	_	_	_	_	_	_	POMC	POMC	ENST00000405623	-1	0	intron	2	3	_	0	2	+	9333209	9333710	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	gridss,svaba	NA	8	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	380	chromothripsis	1	none	2	10600619	10600621	2	48813676	48813678	-	-	0	0	11	3	11	8	10	0	6	14	20	12	0	1	_	_	_	_	_	_	_	_	_	STON1-GTF2A1L	STON1-GTF2A1L	ENST00000394754	1	1	intron	2	11	_	0	2	-	10600365	10600772	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	2	gridss,svaba	NA	20	20	2	gridss,svaba	NA	12	12	2	gridss,svaba	NA	11	11	NA	NA	NA	NA	NA	2	gridss,svaba	NA	11	11	NA	NA	NA	NA	NA	2	gridss,svaba	NA	9	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	334	chromothripsis	1	none	2	10600794	10600794	2	40717214	40717216	+	-	0	0	6	5	9	9	12	0	4	9	10	6	0	0	_	_	_	_	_	_	_	_	_	SLC8A1	SLC8A1	ENST00000405269	-1	_	5UTRintron	1	8	_	0	2	+	10600716	10601168	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	2	gridss,svaba	NA	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	320	chromothripsis	1	none	2	10670739	10670739	2	26906817	26906817	+	+	0	0	0	1	0	0	2	0	0	1	4	1	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	10670702	10671156	2	0	0	0	0	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	1	brass	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T6_T10
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	385	chromothripsis	1	none	2	10670739	10670739	2	50991587	50991587	+	+	0	0	10	14	13	20	16	3	10	22	32	34	0	0	_	_	_	_	_	_	_	_	_	NRXN1	NRXN1	ENST00000406316	-1	1	intron	5	22	_	0	2	+	10670699	10670852	2	1	1	1	1	1	1	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	32	31	31	3	svaba,gridss,brass	34	34	34	3	brass,gridss,svaba	10	10	10	3	svaba,gridss,brass	14	14	14	3	brass,gridss,svaba	13	13	12	3	svaba,gridss,brass	20	20	20	3	brass,gridss,svaba	16	16	16	NA	NA	NA	NA	NA	3	gridss,svaba,brass	10	10	10	3	gridss,brass,svaba	22	19	22	T2_T3_T4_T5_T6_T7_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	345	chromothripsis	1	none	2	10670884	10670886	2	44990416	44990416	-	+	0	0	6	6	14	6	4	0	3	7	5	9	0	0	_	_	_	_	_	_	_	_	_	CAMKMT	CAMKMT	ENST00000378494	1	0	intron	9	11	_	0	2	-	10670491	10671037	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	1	brass	5	NA	NA	2	svaba,brass	9	9	NA	1	brass	6	NA	NA	1	brass	6	NA	NA	2	brass,svaba	14	14	NA	1	brass	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	7	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	377	chromothripsis	1	none	2	10670885	10670886	2	48385906	48385907	-	+	0	0	3	2	3	5	2	0	1	4	7	4	0	0	_	_	_	_	_	_	_	_	_	AC079807.4	AC079807.4	ENST00000447571	-1	_	UTRintron	3	9	_	0	2	-	10670491	10671037	2	1	1	1	1	1	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	7	9	7	3	svaba,gridss,brass	4	4	4	2	gridss,svaba	NA	3	3	2	svaba,gridss	NA	2	2	2	gridss,svaba	NA	3	3	3	svaba,gridss,brass	5	6	5	2	gridss,svaba	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	gridss,brass,svaba	4	3	4	T2_T3_T4_T5_T6_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	427	chromothripsis	1	none	2	10670958	10670966	8	140804976	140804984	+	-	0	0	11	3	14	10	11	1	7	24	16	17	0	0	_	_	_	_	_	_	_	_	_	TRAPPC9	TRAPPC9	ENST00000389328	-1	1	intron	21	23	_	0	2	+	10670900	10671432	8	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	svaba,gridss,brass	17	14	17	2	brass,gridss	11	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	svaba,gridss,brass	10	8	10	3	brass,gridss,svaba	11	9	11	NA	NA	NA	NA	NA	2	gridss,brass	7	NA	7	3	gridss,brass,svaba	24	20	24	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	359	chromothripsis	1	none	2	10672233	10672235	2	45302111	45302113	-	-	0	0	5	7	6	4	5	1	5	6	10	6	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	10671861	10672386	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	2	brass,svaba	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	304	chromothripsis	1	none	2	10955203	10955204	2	23100746	23100747	+	+	0	0	13	11	18	12	15	0	9	18	16	21	0	0	PDIA6	PDIA6	ENST00000381611	-1	1	intron	2	14	_	_	_	_	_	_	_	_	_	_	0	2	+	10955130	10955257	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	3	brass,gridss,svaba	16	16	16	3	svaba,gridss,brass	21	20	21	3	brass,gridss,svaba	13	13	13	3	svaba,gridss,brass	11	11	11	3	brass,gridss,svaba	18	18	18	3	svaba,gridss,brass	12	11	12	3	brass,gridss,svaba	15	15	15	NA	NA	NA	NA	NA	3	gridss,svaba,brass	9	9	9	3	gridss,brass,svaba	18	17	18	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	316	chromothripsis	1	none	2	10958014	10958016	2	25055930	25055932	-	-	0	0	14	15	10	17	15	0	7	21	19	14	0	0	PDIA6	PDIA6	ENST00000381611	-1	1	intron	2	14	_	ADCY3	ADCY3	ENST00000260600	-1	2	intron	10	21	_	700	2	-	10957621	10958167	2	1	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	gridss,svaba	NA	15	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T9_T10_T11
T2_T3_T4_T5_T6_T8_T9_T10_T11	#646464	trunk	high	390	chromothripsis	1	none	2	10958053	10958055	2	54696878	54696880	-	-	0	0	4	5	9	1	2	0	2	6	7	2	0	0	PDIA6	PDIA6	ENST00000381611	-1	1	intron	2	14	_	SPTBN1	SPTBN1	ENST00000356805	1	_	5UTRintron	1	36	_	200	2	-	10957663	10958205	2	1	1	1	0	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	1	brass	7	NA	NA	NA	NA	NA	NA	NA	1	brass	4	NA	NA	1	brass	5	NA	NA	3	brass,gridss,svaba	9	9	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	6	NA	NA	T2_T3_T4_T6_T8_T9_T10_T11
