id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.134722.T19.2.D1.1.count	I.H.134722.T20.2.D1.1.count	I.H.134722.T21.2.D1.1.count	I.H.134722.T22.2.D1.1.count	I.H.134722.T23.2.D1.1.count	I.H.134722.T24.2.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
87	T20_T21_T22_T23_T24	high	trunk	tandem_duplication	3	none	#646464	tandem_duplication	2	1	2.chr3.1	2.chr3.2	115202973.5-115202973.5	115753168.5-115753168.5	NA	3	115202972	115202975	3	115753167	115753170	-	-	DUP	550195	0	22	35	26	34	41	_	_	_	_	_	_	_	_	_	LSAMP	LSAMP	ENST00000490035	-1	1	intron	2	7	_	0
88	T23	high	A5 60%	complex_unclassified	44	none	#7800F8	complex	4	2	4.chr3.1	4.chr3.1	152294113.5-152300766	152294113.5-152300766	9.67E-07	3	152294111	152294116	3	152296375	152296380	+	+	DEL	2264	0	0	0	0	11	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
89	T23	high	A5 60%	complex_unclassified	44	none	#7800F8	complex	4	2	4.chr3.1	4.chr3.1	152294113.5-152300766	152294113.5-152300766	9.67E-07	3	152294140	152294142	3	152300765	152300767	-	-	DUP	6625	0	0	0	0	9	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
91	T23	high	A5 60%	reciprocal_inversion	45	none	#7800F8	reciprocal_inversion	5	2	5.chr3.1	5.chr3.2	197217695-197217697	197220423-197220425	3.19E-10	3	197217695	197217695	3	197220422	197220424	+	-	INV	2727	0	0	0	0	8	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
92	T23	high	A5 60%	reciprocal_inversion	45	none	#7800F8	reciprocal_inversion	5	2	5.chr3.1	5.chr3.2	197217695-197217697	197220423-197220425	3.19E-10	3	197217696	197217698	3	197220425	197220425	-	+	INV	2729	0	0	0	0	8	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
158	T22_T23	high	A4 8% / A5 93%	tandem_duplication	30	none	#FF0000	tandem_duplication	15	1	NA	NA	NA	NA	NA	4	1599595	1599626	4	1609710	1609741	-	-	DUP	10115	0	0	1	8	29	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
159	T21_T22	high	A3 41% / A4 57%	tandem_duplication	24	none	#0057FF	tandem_duplication	64	1	NA	NA	NA	NA	NA	4	14563438	14563439	4	14670882	14670883	-	-	DUP	107444	0	0	17	14	0	0	LINC00504	LINC00504	ENST00000505089	-1	_	UTRintron	5	7	_	LINC00504	LINC00504	ENST00000505089	-1	_	UTRintron	3	7	_	100
161	T24	high	A6 53%	reciprocal_inversion	60	none	#F23CFF	reciprocal_inversion	5	2	5.chr4.1	5.chr4.3	133663885.5-133663887	134539859.5-134539859.5	2.55E-09	4	133663885	133663886	4	134539859	134539860	+	-	INV	875974	0	0	0	0	0	10	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
160	T24	high	A6 53%	reciprocal_inversion	60	none	#F23CFF	reciprocal_inversion	5	2	5.chr4.1	5.chr4.2	133663885.5-133663887	134538379-134538379	2.55E-09	4	133663886	133663888	4	134538379	134538379	-	+	INV	874493	0	0	0	0	0	10	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
96	T20_T21	high	A2 76% / A3 12%	complex_unclassified	11	none	#884600	complex	16	6	NA	NA	NA	NA	NA	5	9699100	9699101	5	9715691	9715692	-	-	DUP	16591	0	14	6	0	0	0	TAS2R1	TAS2R1	ENST00000514078	-1	_	5UTRintron	1	2	_	CTD-2143L24.1	CTD-2143L24.1	ENST00000511616	-1	_	UTRintron	5	13	_	100
101	T20_T21	high	A2 76% / A3 12%	complex_unclassified	11	none	#884600	complex	16	6	NA	NA	NA	NA	NA	5	9699320	9699320	5	57395856	57395856	+	+	DEL	47696536	0	15	2	0	0	0	TAS2R1	TAS2R1	ENST00000514078	-1	_	5UTRintron	1	2	_	_	_	_	_	_	_	_	_	_	0
98	T20_T21	high	A2 76% / A3 12%	complex_unclassified	11	none	#884600	complex	16	6	NA	NA	NA	NA	NA	5	9702335	9702336	5	57345525	57345526	-	+	INV	47643190	0	13	3	0	1	0	TAS2R1	TAS2R1	ENST00000514078	-1	_	5UTRintron	1	2	_	_	_	_	_	_	_	_	_	_	0
100	T20_T21	high	A2 76% / A3 12%	complex_unclassified	11	none	#884600	complex	16	6	NA	NA	NA	NA	NA	5	9715747	9715747	5	57395790	57395790	+	+	DEL	47680043	0	11	3	0	0	1	CTD-2143L24.1	CTD-2143L24.1	ENST00000511616	-1	_	UTRintron	5	13	_	_	_	_	_	_	_	_	_	_	0
97	T20_T21_T22_T23_T24	high	trunk	simple_deletion	4	none	#646464	simple_deletion	29	1	NA	NA	NA	NA	NA	5	23116417	23116418	5	23118630	23118631	+	+	DEL	2213	0	28	33	28	28	37	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
103	T20_T21	high	A2 76% / A3 12%	complex_unclassified	11	none	#884600	complex	16	6	NA	NA	NA	NA	NA	5	57345969	57345969	5	57401835	57401837	+	-	INV	55866	0	22	5	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
104	T20_T21	high	A2 76% / A3 12%	complex_unclassified	11	none	#884600	complex	16	6	NA	NA	NA	NA	NA	5	57396487	57396488	5	57415332	57415333	+	-	INV	18845	0	20	4	0	0	0	_	_	_	_	_	_	_	_	_	CTD-2037L6.2	CTD-2037L6.2	ENST00000505861	-1	_	UTRintron	1	5	_	0
102	T20	high	A2 76% / A3 12%	complex_unclassified	11	none	#884600	inversion	18	1	NA	NA	NA	NA	NA	5	57396586	57396586	5	57401687	57401689	+	-	INV	5101	0	11	1	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
105	T21	high	A3 14%	tandem_duplication	75	none	#660066	tandem_duplication	33	1	NA	NA	NA	NA	NA	5	58405530	58405534	5	58481267	58481271	-	-	DUP	75737	0	0	8	0	0	0	PDE4D	PDE4D	ENST00000502484	-1	1	intron	7	17	_	PDE4D	PDE4D	ENST00000502484	-1	0	intron	5	17	_	680
116	T23	high	A5 60%	complex_unclassified	46	none	#7800F8	complex	18	2	NA	NA	NA	NA	NA	5	59827256	59827256	10	132640555	132640555	+	+	TRA	-1	0	0	0	0	7	0	PART1	PART1	ENST00000506884	1	_	UTRintron	2	4	_	_	_	_	_	_	_	_	_	_	0
115	T23	high	A5 60%	complex_unclassified	46	none	#7800F8	complex	18	2	NA	NA	NA	NA	NA	5	59827274	59827276	10	132640553	132640555	-	-	TRA	-1	0	0	0	0	16	0	PART1	PART1	ENST00000506884	1	_	UTRintron	2	4	_	_	_	_	_	_	_	_	_	_	0
106	T23	high	A5 60%	tandem_duplication	47	none	#7800F8	tandem_duplication	35	1	NA	NA	NA	NA	NA	5	67877616	67877618	5	68413925	68413927	-	-	DUP	536309	0	0	0	0	7	0	_	_	_	_	_	_	_	_	_	SLC30A5	SLC30A5	ENST00000396591	1	2	intron	11	16	_	0
107	T23	high	A5 60%	simple_deletion	48	none	#7800F8	simple_deletion	8	1	8.chr5.1	8.chr5.2	127817991.5-127817991.5	127834009.5-127834009.5	NA	5	127817989	127817994	5	127834007	127834012	+	+	DEL	16018	0	0	0	0	15	0	FBN2	FBN2	ENST00000508053	-1	1	intron	11	71	_	FBN2	FBN2	ENST00000508053	-1	1	intron	11	71	_	460
108	T24	high	A6 53%	simple_deletion	61	none	#F23CFF	simple_deletion	6	1	6.chr5.1	6.chr5.2	159711218-159711218	159712350-159712350	NA	5	159711218	159711218	5	159712350	159712350	+	+	DEL	1132	0	1	0	0	0	30	CCNJL	CCNJL	ENST00000393977	-1	0	intron	2	7	_	CCNJL	CCNJL	ENST00000393977	-1	0	intron	2	7	_	460
117	T20_T21	high	A2 76% / A3 12%	reciprocal_inversion	12	none	#884600	complex	15	4	NA	NA	NA	NA	NA	6	6803963	6803964	6	7811417	7811418	-	+	INV	1007454	0	10	3	0	0	0	_	_	_	_	_	_	_	_	_	BMP6	BMP6	ENST00000283147	1	1	intron	1	7	_	0
118	T20_T21	high	A2 76% / A3 12%	reciprocal_inversion	12	none	#884600	complex	15	4	NA	NA	NA	NA	NA	6	6825759	6825763	6	7811421	7811425	+	-	INV	985662	0	20	9	0	0	0	_	_	_	_	_	_	_	_	_	BMP6	BMP6	ENST00000283147	1	1	intron	1	7	_	0
113	T20_T21	high	A2 76% / A3 12%	complex_unclassified	13	none	#884600	complex	15	4	NA	NA	NA	NA	NA	6	7811423	7811425	10	122573879	122573881	-	-	TRA	-1	0	16	4	0	0	2	BMP6	BMP6	ENST00000283147	1	1	intron	1	7	_	_	_	_	_	_	_	_	_	_	0
114	T20_T21	high	A2 76% / A3 12%	complex_unclassified	13	none	#884600	complex	15	4	NA	NA	NA	NA	NA	6	7811654	7811654	10	122573884	122573884	+	+	TRA	-1	0	28	7	0	0	0	BMP6	BMP6	ENST00000283147	1	1	intron	1	7	_	_	_	_	_	_	_	_	_	_	0
119	T24	high	A6 53%	simple_deletion	62	none	#F23CFF	simple_deletion	7	1	7.chr6.1	7.chr6.2	113559682.5-113559682.5	113568050.5-113568050.5	NA	6	113559682	113559683	6	113568050	113568051	+	+	DEL	8368	0	0	0	0	0	8	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
120	T22_T23	high	A4 8% / A5 93%	simple_deletion	31	none	#FF0000	simple_deletion	4	1	4.chr6.1	4.chr6.2	121523272-121523272	121573472-121573472	NA	6	121523269	121523275	6	121573469	121573475	+	+	DEL	50200	0	0	0	2	14	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
121	T21_T22	high	A3 41% / A4 57%	tandem_duplication	25	none	#0057FF	tandem_duplication	65	1	NA	NA	NA	NA	NA	7	35297383	35297385	7	35549842	35549844	-	-	DUP	252459	0	0	22	39	0	0	_	_	_	_	_	_	_	_	_	AC007652.1	AC007652.1	ENST00000441150	-1	_	UTR	1	2	_	0
122	T23	high	A5 60%	tandem_duplication	49	none	#7800F8	tandem_duplication	17	1	NA	NA	NA	NA	NA	7	49495601	49495604	7	49504823	49504826	-	-	DUP	9222	0	0	0	0	13	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
123	T20_T21	high	A2 76% / A3 12%	tandem_duplication	14	none	#884600	tandem_duplication	57	1	NA	NA	NA	NA	NA	7	99719400	99719411	7	99743125	99743136	-	-	DUP	23725	0	27	4	0	0	0	CNPY4	CNPY4	ENST00000262932	1	1	intron	1	6	_	_	_	_	_	_	_	_	_	_	0
124	T24	high	A6 53%	tandem_duplication	63	none	#F23CFF	tandem_duplication	8	1	8.chr7.1	8.chr7.2	131325154-131325154	131385501-131385501	NA	7	131325153	131325155	7	131385500	131385502	-	-	DUP	60347	0	0	0	0	0	8	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
77	T24	high	A6 53%	simple_deletion	64	none	#F23CFF	simple_deletion	9	1	9.chr8.1	9.chr8.2	128968222.5-128968222.5	129056708.5-129056708.5	NA	8	128968222	128968223	8	129056708	129056709	+	+	DEL	88486	0	0	0	0	0	21	PVT1	PVT1	ENST00000513868	1	_	UTRintron	2	8	_	PVT1	PVT1	ENST00000513868	1	_	UTRintron	4	8	_	100
127	T21_T22	high	A3 41% / A4 57%	reciprocal_inversion	26	none	#0057FF	reciprocal_inversion	15	2	NA	NA	NA	NA	NA	9	16633366	16633368	9	19922641	19922641	-	+	INV	3289275	0	0	18	17	0	0	BNC2	BNC2	ENST00000380672	-1	0	intron	3	7	_	_	_	_	_	_	_	_	_	_	0
126	T21_T22	high	A3 41% / A4 57%	reciprocal_inversion	26	none	#0057FF	reciprocal_inversion	15	2	NA	NA	NA	NA	NA	9	16633376	16633376	9	19922637	19922639	+	-	INV	3289261	0	1	13	15	0	0	BNC2	BNC2	ENST00000380672	-1	0	intron	3	7	_	_	_	_	_	_	_	_	_	_	0
125	T20_T21	high	A2 76% / A3 12%	simple_deletion	15	none	#884600	simple_deletion	58	1	NA	NA	NA	NA	NA	9	18814998	18814999	9	18844747	18844748	+	+	DEL	29749	0	17	2	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
128	T24	high	A6 53%	simple_deletion	65	none	#F23CFF	simple_deletion	10	1	10.chr9.1	10.chr9.2	119757035.5-119757035.5	119892954.5-119892954.5	NA	9	119757034	119757037	9	119892953	119892956	+	+	DEL	135919	0	0	0	0	0	12	ASTN2	ASTN2	ENST00000361209	-1	1	intron	6	22	_	ASTN2	ASTN2	ENST00000361209	-1	1	intron	3	22	_	880
129	T23	high	A5 60%	complex_unclassified	50	none	#7800F8	tandem_duplication	10	1	10.chr9.2	10.chr9.2	140279419-140281990	140279419-140281990	1.28E-05	9	140279418	140279420	9	140281989	140281991	-	-	DUP	2571	0	0	0	0	9	0	EXD3	EXD3	ENST00000340951	-1	1	intron	2	22	_	EXD3	EXD3	ENST00000340951	-1	1	intron	2	22	_	460
2	T23	high	A5 60%	complex_unclassified	50	none	#7800F8	unbalanced_translocation	36	1	NA	NA	NA	NA	NA	9	140280423	140280425	16	62785310	62785310	-	+	TRA	-1	0	0	0	0	4	0	EXD3	EXD3	ENST00000340951	-1	1	intron	2	22	_	_	_	_	_	_	_	_	_	_	0
111	T24	high	A6 53%	simple_deletion	66	none	#F23CFF	simple_deletion	11	1	11.chr10.1	11.chr10.2	104725665-104725665	104726644-104726644	NA	10	104725665	104725665	10	104726644	104726644	+	+	DEL	979	0	0	0	0	0	8	CNNM2	CNNM2	ENST00000369878	1	1	intron	1	8	_	CNNM2	CNNM2	ENST00000369878	1	1	intron	1	8	_	460
112	T23	high	A5 60%	simple_deletion	51	none	#7800F8	simple_deletion	11	1	11.chr10.1	11.chr10.2	106660889-106660889	106662197-106662197	NA	10	106660888	106660890	10	106662196	106662198	+	+	DEL	1308	0	0	0	0	5	0	SORCS3	SORCS3	ENST00000369701	1	2	intron	2	27	_	SORCS3	SORCS3	ENST00000369701	1	2	intron	2	27	_	460
137	T24	high	A6 53%	simple_deletion	67	none	#F23CFF	simple_deletion	37	1	NA	NA	NA	NA	NA	11	1739933	1739938	11	1771188	1771193	+	+	DEL	31255	0	0	0	0	0	10	_	_	_	_	_	_	_	_	_	IFITM10	IFITM10	ENST00000340134	-1	0	intron	1	3	_	0
93	T23	high	A5 60%	complex_unclassified	52	none	#7800F8	complex	15	2	NA	NA	NA	NA	NA	11	14054636	14054637	19	11481989	11481990	+	+	TRA	-1	0	0	0	0	10	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
94	T23	high	A5 60%	complex_unclassified	52	none	#7800F8	complex	15	2	NA	NA	NA	NA	NA	11	14054642	14054644	19	11482439	11482441	-	-	TRA	-1	0	0	0	0	10	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
139	T20_T21_T22_T23_T24	high	trunk	tandem_duplication	5	none	#646464	tandem_duplication	41	1	NA	NA	NA	NA	NA	11	68906207	68906212	11	68950798	68950803	-	-	DUP	44591	0	31	38	22	39	28	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
140	T22_T23	high	A4 8% / A5 93%	simple_deletion	32	none	#FF0000	simple_deletion	31	1	NA	NA	NA	NA	NA	11	78462673	78462674	11	78534094	78534095	+	+	DEL	71421	0	0	0	8	30	0	TENM4	TENM4	ENST00000278550	-1	2	intron	19	34	_	TENM4	TENM4	ENST00000278550	-1	1	intron	12	34	_	680
141	T22	high	A4 54%	tandem_duplication	34	none	#B40CB4	tandem_duplication	1	1	1.chr11.1	1.chr11.2	119852951-119852951	119952409-119952409	NA	11	119852950	119852952	11	119952408	119952410	-	-	DUP	99458	0	0	0	15	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
142	T24	high	A6 53%	simple_deletion	68	none	#F23CFF	simple_deletion	13	1	13.chr11.1	13.chr11.2	126810980.5-126810980.5	126826816.5-126826816.5	NA	11	126810979	126810982	11	126826815	126826818	+	+	DEL	15836	0	1	1	0	0	15	KIRREL3	KIRREL3	ENST00000525144	-1	1	intron	1	17	_	KIRREL3	KIRREL3	ENST00000525144	-1	1	intron	1	17	_	460
110	T23	high	A5 60%	tandem_duplication	53	none	#7800F8	tandem_duplication	13	1	13.chr12.1	13.chr12.2	103187722-103187722	103209210-103209210	NA	12	103187721	103187723	12	103209209	103209211	-	-	DUP	21488	0	0	0	0	15	0	_	_	_	_	_	_	_	_	_	LINC00485	LINC00485	ENST00000547179	-1	_	UTRintron	3	5	_	0
162	T21	high	A3 14%	simple_deletion	20	none	#660066	simple_deletion	15	1	NA	NA	NA	NA	NA	13	54363572	54363574	13	54364625	54364627	+	+	DEL	1053	0	0	7	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
163	T23	high	A5 60%	simple_deletion	54	none	#7800F8	simple_deletion	14	1	14.chr13.1	14.chr13.2	110483822.5-110483822.5	110496563.5-110496563.5	NA	13	110483822	110483823	13	110496563	110496564	+	+	DEL	12741	0	0	0	0	7	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
131	T24	high	A6 53%	tandem_duplication	69	none	#F23CFF	tandem_duplication	16	1	NA	NA	NA	NA	NA	15	35678811	35678813	15	35680963	35680965	-	-	DUP	2152	0	0	0	0	0	9	DPH6	DPH6	ENST00000256538	-1	0	intron	6	9	_	DPH6	DPH6	ENST00000256538	-1	0	intron	6	9	_	460
132	T24	high	A6 53%	tandem_duplication	70	none	#F23CFF	tandem_duplication	38	1	NA	NA	NA	NA	NA	15	66518703	66518706	15	69974728	69974731	-	-	DUP	3456025	0	0	0	1	0	8	MEGF11	MEGF11	ENST00000409699	-1	_	5UTRintron	1	23	_	RP11-279F6.3	RP11-279F6.3	ENST00000559212	1	_	UTRintron	3	5	_	100
133	T24	high	A6 53%	simple_deletion	71	none	#F23CFF	simple_deletion	17	1	NA	NA	NA	NA	NA	15	70445200	70445200	15	70446240	70446240	+	+	DEL	1040	0	0	0	0	0	20	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
134	T22	high	A4 54%	simple_deletion	35	none	#B40CB4	simple_deletion	2	1	2.chr15.1	2.chr15.2	79430022.5-79430022.5	79511274.5-79511274.5	NA	15	79430021	79430024	15	79511273	79511276	+	+	DEL	81252	0	0	0	8	0	0	_	_	_	_	_	_	_	_	_	RP11-17L5.4	RP11-17L5.4	ENST00000559225	-1	_	UTRintron	1	3	_	0
136	T24	high	A6 53%	complex_unclassified	72	none	#F23CFF	complex	18	2	NA	NA	NA	NA	NA	15	92173481	92173484	15	93455798	93455801	+	+	DEL	1282317	0	0	0	0	0	4	_	_	_	_	_	_	_	_	_	CHD2	CHD2	ENST00000420239	1	2	intron	2	13	_	0
135	T24	high	A6 53%	complex_unclassified	72	none	#F23CFF	complex	18	2	NA	NA	NA	NA	NA	15	92183712	92183718	15	93455778	93455784	-	-	DUP	1272066	0	0	0	0	0	6	_	_	_	_	_	_	_	_	_	CHD2	CHD2	ENST00000420239	1	2	intron	2	13	_	0
2002	T20_T21_T22_T23_T24	high	trunk	complex_unclassified	77	17p_loss|17q_gain	#646464	complex	27	3	NA	NA	NA	NA	NA	17	18987817	18987817	17	19905690	19905690	+	+	DEL	917873	0	23	23	23	23	23	RP11-160E2.17	RP11-160E2.17	ENST00000442355	1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
2003	T20_T21_T22_T23_T24	high	trunk	complex_unclassified	77	17p_loss|17q_gain	#646464	complex	27	3	NA	NA	NA	NA	NA	17	19070898	19070898	17	19905689	19905691	+	-	INV	834791	0	23	29	30	30	45	AC007952.4	AC007952.4	ENST00000495691	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
2004	T20_T21_T22_T23_T24	high	trunk	complex_unclassified	77	17p_loss|17q_gain	#646464	complex	27	3	NA	NA	NA	NA	NA	17	19113982	19113984	17	19905689	19905691	+	+	DEL	791707	0	29	21	29	29	33	_	_	_	_	_	_	_	_	_	RP11-160E2.16	RP11-160E2.16	ENST00000428348	1	_	UTRintron	2	3	_	0
2005	T20_T21_T22_T23_T24	high	trunk	simple_deletion	78	none	#646464	simple_deletion	42	1	NA	NA	NA	NA	NA	17	21409954	21409954	17	22261558	22261558	+	+	DEL	851604	0	22	21	27	27	43	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
63	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	24	5	NA	NA	NA	NA	NA	17	33374016	33374017	17	33832925	33832926	-	+	INV	458909	0	31	36	42	35	36	RFFL	RFFL	ENST00000315249	-1	_	5UTRintron	1	7	_	SLFN12L	SLFN12L	ENST00000361112	-1	2	intron	2	5	_	580
64	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	inversion	43	1	NA	NA	NA	NA	NA	17	33684638	33684643	17	33960011	33960016	-	+	INV	275373	0	21	19	11	16	32	SLFN11	SLFN11	ENST00000394566	-1	1	intron	5	7	_	AP2B1	AP2B1	ENST00000262325	1	0	intron	9	21	_	700
67	T20_T21_T22_T23_T24	high	trunk	complex_unclassified	76	none	#646464	inversion	44	1	NA	NA	NA	NA	NA	17	47571067	47571068	17	62566843	62566844	+	-	INV	14995776	0	27	40	31	33	40	_	_	_	_	_	_	_	_	_	SMURF2	SMURF2	ENST00000262435	-1	2	intron	10	19	_	0
2000	T20_T21_T22_T23_T24	high	trunk	complex_unclassified	76	none	#646464	complex	28	3	NA	NA	NA	NA	NA	17	50444221	50444223	17	69226229	69226229	-	+	INV	18782008	0	27	39	26	20	30	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
66	T20_T21_T22_T23_T24	high	trunk	complex_unclassified	76	none	#646464	simple_deletion	45	1	NA	NA	NA	NA	NA	17	54146130	54146134	17	54273599	54273603	+	+	DEL	127469	0	24	44	23	43	43	_	_	_	_	_	_	_	_	_	ANKFN1	ANKFN1	ENST00000318698	1	0	intron	1	17	_	0
70	T20_T21_T22_T23_T24	high	trunk	complex_unclassified	76	none	#646464	complex	28	3	NA	NA	NA	NA	NA	17	67201002	67201007	17	67244937	67244942	+	+	DEL	43935	0	36	23	28	32	26	ABCA10	ABCA10	ENST00000269081	-1	1	intron	10	40	_	ABCA5	ABCA5	ENST00000392676	-1	1	intron	37	39	_	900
71	T20_T21_T22_T23_T24	high	trunk	complex_unclassified	76	none	#646464	complex	28	3	NA	NA	NA	NA	NA	17	67252872	67252873	17	69234987	69234988	+	+	DEL	1982115	0	33	31	24	36	37	ABCA5	ABCA5	ENST00000392676	-1	2	intron	28	39	_	_	_	_	_	_	_	_	_	_	0
72	T20_T21	high	A2 76% / A3 12%	tandem_duplication	16	none	#884600	tandem_duplication	54	1	NA	NA	NA	NA	NA	17	72166186	72166188	17	72264289	72264291	-	-	DUP	98103	0	27	4	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
145	T23	high	A5 60%	reciprocal_inversion	55	none	#7800F8	reciprocal_inversion	16	2	NA	NA	NA	NA	NA	18	32741940	32741940	18	66902452	66902454	+	-	INV	34160512	0	0	0	0	7	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
146	T23	high	A5 60%	reciprocal_inversion	55	none	#7800F8	reciprocal_inversion	16	2	NA	NA	NA	NA	NA	18	32741945	32741947	18	66902462	66902462	-	+	INV	34160517	0	0	0	0	7	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
143	T20_T21	high	A2 76% / A3 12%	tandem_duplication	17	none	#884600	tandem_duplication	18	1	NA	NA	NA	NA	NA	18	60352157	60352159	18	60353686	60353688	-	-	DUP	1529	0	41	7	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
144	T21	high	A3 14%	simple_deletion	21	none	#660066	simple_deletion	16	1	NA	NA	NA	NA	NA	18	63949085	63949085	18	63950463	63950463	+	+	DEL	1378	0	0	8	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
147	T24	high	A6 53%	tandem_duplication	73	none	#F23CFF	tandem_duplication	39	1	NA	NA	NA	NA	NA	18	75073546	75073547	18	75185008	75185009	-	-	DUP	111462	0	0	0	0	0	7	_	_	_	_	_	_	_	_	_	RP11-176N18.2	RP11-176N18.2	ENST00000583629	1	_	UTRintron	1	3	_	0
78	T24	high	A6 53%	simple_deletion	74	none	#F23CFF	simple_deletion	40	1	NA	NA	NA	NA	NA	20	14778308	14778309	20	15607173	15607174	+	+	DEL	828865	0	0	0	0	0	7	MACROD2	MACROD2	ENST00000217246	1	1	intron	5	17	_	MACROD2	MACROD2	ENST00000217246	1	0	intron	8	17	_	680
166	T22	high	A4 54%	complex_unclassified	36	none	#B40CB4	simple_deletion	3_4	1	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	24420476	24420480	21	28631457	28631461	+	+	DEL	4210981	0	0	0	13	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
164	T22	high	A4 54%	tandem_duplication	37	none	#B40CB4	tandem_duplication	3_1	1	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	26945260	26945262	21	26962296	26962298	-	-	DUP	17036	0	0	0	15	0	0	MIR155HG	MIR155HG	ENST00000456917	1	_	UTRintron	3	4	_	MRPL39	MRPL39	ENST00000307301	-1	0	intron	8	11	_	180
165	T22	high	A4 54%	tandem_duplication	38	none	#B40CB4	tandem_duplication	3_2	1	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	27956673	27956674	21	27983985	27983986	-	-	DUP	27312	0	0	0	13	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
169	T22	high	A4 54%	complex_unclassified	36	none	#B40CB4	complex	3_3	8	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	29380519	29380522	21	38306099	38306102	+	-	INV	8925580	0	0	0	14	0	0	_	_	_	_	_	_	_	_	_	HLCS	HLCS	ENST00000399120	-1	0	intron	5	12	_	0
174	T22	high	A4 54%	complex_unclassified	36	none	#B40CB4	complex	3_3	8	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	33814114	33814116	21	44283721	44283721	-	+	INV	10469607	0	0	0	10	0	0	EVA1C	EVA1C	ENST00000300255	1	1	intron	1	8	_	WDR4	WDR4	ENST00000398208	-1	2	intron	3	11	_	700
167	T22	high	A4 54%	complex_unclassified	36	none	#B40CB4	complex	3_3	8	3.chr21.1	3.chr21.1	24420478-qtel	24420478-qtel	0.04706723	21	33821343	33821348	21	34683763	34683768	+	+	DEL	862420	0	0	0	16	0	0	EVA1C	EVA1C	ENST00000300255	1	1	intron	1	8	_	_	_	_	_	_	_	_	_	_	0
