id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.116987.T1.1.D1.1.count	I.H.116987.T2.1.D1.1.count	I.H.116987.T3.1.D1.1.count	I.H.116987.T4.1.D1.1.count	I.H.116987.T5.1.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
344	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.12	15028507-15370705	16346957-16580599	0.041617835	2	15261242	15261242	2	16499557	16499557	+	+	0	0	143	142	0	0	0	_	_	_	_	_	_	_	_	_	AC010745.4	AC010745.4	ENST00000420130	-1	_	UTRintron	1	2	_	0
42	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.11	15028507-15370705	15501905-16255326	0.041617835	2	15267341	15267341	2	15638541	15638543	+	-	0	0	102	75	0	0	0	_	_	_	_	_	_	_	_	_	NBAS	NBAS	ENST00000281513	-1	0	intron	11	52	_	0
199	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.11	15028507-15370705	15501905-16255326	0.041617835	2	15284190	15284190	2	16144181	16144181	+	+	0	0	39	27	0	0	1	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
447	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr17.8	15028507-15370705	49492690-49492782	0.041617835	2	15284192	15284192	17	49492781	49492783	+	-	0	0	74	86	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
446	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr17.8	15028507-15370705	49492690-49492782	0.041617835	2	15284261	15284263	17	49492690	49492690	-	+	0	0	6	9	0	1	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
358	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15289743	15289745	2	16517009	16517009	-	+	0	0	3833	3058	0	0	18	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
318	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.12	15028507-15370705	16346957-16580599	0.041617835	2	15310761	15310761	2	16415045	16415045	+	+	0	0	35	23	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	51	52	_	_	_	_	_	_	_	_	_	_	0
29	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15318775	15318777	2	15539665	15539665	-	+	0	0	382	313	0	0	4	NBAS	NBAS	ENST00000281513	-1	0	intron	51	52	_	NBAS	NBAS	ENST00000281513	-1	2	intron	26	52	_	530
178	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.11	15028507-15370705	15501905-16255326	0.041617835	2	15344065	15344067	2	16117484	16117484	-	+	0	0	21	15	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	48	52	_	_	_	_	_	_	_	_	_	_	0
319	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.12	15028507-15370705	16346957-16580599	0.041617835	2	15344130	15344130	2	16416778	16416778	+	+	0	0	9	10	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	48	52	_	_	_	_	_	_	_	_	_	_	0
34	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.11	15028507-15370705	15501905-16255326	0.041617835	2	15348485	15348485	2	15572085	15572087	+	-	0	0	269	191	0	1	0	NBAS	NBAS	ENST00000281513	-1	0	intron	48	52	_	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	530
345	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.12	15028507-15370705	16346957-16580599	0.041617835	2	15357767	15357767	2	16500547	16500549	+	-	0	0	88	75	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	48	52	_	AC010745.4	AC010745.4	ENST00000420130	-1	_	UTRintron	1	2	_	200
232	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.11	15028507-15370705	15501905-16255326	0.041617835	2	15358915	15358915	2	16181327	16181327	+	+	0	0	70	68	0	0	0	NBAS	NBAS	ENST00000281513	-1	_	exon	48	52	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100
131	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.11	15028507-15370705	15501905-16255326	0.041617835	2	15360335	15360337	2	16061552	16061552	-	+	0	0	115	69	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	47	52	_	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	1	3	_	200
108	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.11	15028507-15370705	15501905-16255326	0.041617835	2	15362718	15362718	2	16003417	16003417	+	+	0	0	69	63	0	0	1	NBAS	NBAS	ENST00000281513	-1	2	intron	47	52	_	_	_	_	_	_	_	_	_	_	0
107	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.11	15028507-15370705	15501905-16255326	0.041617835	2	15363648	15363648	2	16001439	16001439	+	+	0	0	169	144	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	47	52	_	_	_	_	_	_	_	_	_	_	0
66	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.9	1.chr2.11	15028507-15370705	15501905-16255326	0.041617835	2	15370705	15370705	2	15809333	15809333	+	+	0	0	79	52	0	0	1	NBAS	NBAS	ENST00000281513	-1	2	intron	47	52	_	_	_	_	_	_	_	_	_	_	0
193	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15403496	15403497	2	16142666	16142667	+	+	0	0	1670	1538	0	0	13	NBAS	NBAS	ENST00000281513	-1	0	intron	44	52	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	200
194	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15403497	15403499	2	16142667	16142667	-	+	0	0	1293	992	0	0	7	NBAS	NBAS	ENST00000281513	-1	0	intron	44	52	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	200
195	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15403507	15403507	2	16142667	16142667	+	+	0	0	1670	1538	0	0	13	NBAS	NBAS	ENST00000281513	-1	0	intron	44	52	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	200
324	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.10	1.chr2.12	15412605-15439750	16346957-16580599	0.041617835	2	15412605	15412605	2	16443002	16443004	+	-	0	0	401	352	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	44	52	_	_	_	_	_	_	_	_	_	_	0
134	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.10	1.chr2.11	15412605-15439750	15501905-16255326	0.041617835	2	15439750	15439750	2	16070285	16070285	+	+	0	0	90	62	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	40	52	_	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	200
200	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15477153	15477153	2	16146064	16146066	+	-	0	0	950	844	0	0	5	NBAS	NBAS	ENST00000281513	-1	0	intron	35	52	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	200
201	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15477153	15477153	2	16146067	16146067	+	+	0	0	1670	1304	0	0	5	NBAS	NBAS	ENST00000281513	-1	0	intron	35	52	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	200
58	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15478312	15478313	2	15768068	15768069	-	+	0	0	4789	3578	0	0	16	NBAS	NBAS	ENST00000281513	-1	0	intron	35	52	_	DDX1	DDX1	ENST00000381341	1	0	intron	21	27	_	900
364	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15501905	15501905	2	16558737	16558737	+	+	0	0	170	141	0	0	0	NBAS	NBAS	ENST00000281513	-1	1	intron	32	52	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	200
271	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15527503	15527503	2	16255325	16255327	+	-	0	0	81	72	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	28	52	_	_	_	_	_	_	_	_	_	_	0
157	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15541188	15541188	2	16105073	16105073	+	+	0	0	305	211	0	2	2	NBAS	NBAS	ENST00000281513	-1	2	intron	26	52	_	_	_	_	_	_	_	_	_	_	0
229	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15555130	15555132	2	16176541	16176543	-	-	0	0	194	147	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	25	52	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	200
351	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15555744	15555744	2	16505300	16505300	+	+	0	0	76	64	0	0	0	NBAS	NBAS	ENST00000281513	-1	_	exon	25	52	_	_	_	_	_	_	_	_	_	_	0
45	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15558081	15558083	2	15688074	15688074	-	+	0	0	413	333	0	0	1	NBAS	NBAS	ENST00000281513	-1	0	intron	23	52	_	NBAS	NBAS	ENST00000281513	-1	1	intron	6	52	_	530
284	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15570554	15570554	2	16358440	16358440	+	+	0	0	98	68	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	_	_	_	_	_	_	_	_	_	0
258	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15571243	15571245	2	16229703	16229705	-	-	0	0	83	81	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	200
380	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15588525	15588527	2	16572765	16572765	-	+	0	0	92	86	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	200
185	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15592554	15592554	2	16128318	16128320	+	-	0	0	13	5	0	1	0	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	_	_	_	_	_	_	_	_	_	0
186	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15592554	15592554	2	16129221	16129221	+	+	0	0	101	100	0	0	0	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	_	_	_	_	_	_	_	_	_	0
80	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15609106	15609108	2	15904513	15904513	-	+	0	0	23	20	0	0	1	NBAS	NBAS	ENST00000281513	-1	0	intron	16	52	_	_	_	_	_	_	_	_	_	_	0
104	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15609106	15609108	2	15998504	15998506	-	-	0	0	39	43	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	16	52	_	_	_	_	_	_	_	_	_	_	0
310	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15634489	15634489	2	16402330	16402332	+	-	0	0	65	64	0	0	1	NBAS	NBAS	ENST00000281513	-1	0	intron	11	52	_	_	_	_	_	_	_	_	_	_	0
123	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15638879	15638881	2	16041608	16041610	-	-	0	0	73	70	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	11	52	_	_	_	_	_	_	_	_	_	_	0
269	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15649528	15649530	2	16252301	16252301	-	+	0	0	199	165	0	0	0	NBAS	NBAS	ENST00000281513	-1	0	intron	10	52	_	_	_	_	_	_	_	_	_	_	0
88	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15686690	15686690	2	15927960	15927960	+	+	0	0	98	72	0	0	0	NBAS	NBAS	ENST00000281513	-1	1	intron	6	52	_	_	_	_	_	_	_	_	_	_	0
94	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15686911	15686913	2	15959156	15959158	-	-	0	0	79	65	0	0	0	NBAS	NBAS	ENST00000281513	-1	1	intron	6	52	_	_	_	_	_	_	_	_	_	_	0
302	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15687082	15687082	2	16399761	16399763	+	-	0	0	118	79	0	0	0	NBAS	NBAS	ENST00000281513	-1	1	intron	6	52	_	_	_	_	_	_	_	_	_	_	0
124	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15699161	15699161	2	16041969	16041969	+	+	0	0	64	67	0	0	1	NBAS	NBAS	ENST00000281513	-1	0	intron	1	52	_	_	_	_	_	_	_	_	_	_	0
159	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15719765	15719765	2	16111288	16111290	+	-	0	0	11	9	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
150	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15719978	15719980	2	16089616	16089616	-	+	0	0	29	33	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
292	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15730707	15730707	2	16386609	16386611	+	-	0	0	85	71	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
328	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15747907	15747907	2	16462634	16462634	+	+	0	0	81	57	0	0	1	DDX1	DDX1	ENST00000381341	1	2	intron	14	27	_	_	_	_	_	_	_	_	_	_	0
190	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15753154	15753154	2	16139275	16139275	+	+	0	0	26	14	0	0	0	DDX1	DDX1	ENST00000381341	1	2	intron	14	27	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	200
273	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	15753184	15753186	2	16267427	16267427	-	+	0	0	94	77	0	0	2	DDX1	DDX1	ENST00000381341	1	2	intron	14	27	_	_	_	_	_	_	_	_	_	_	0
137	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15756066	15756066	2	16082381	16082381	+	+	0	0	92	59	0	0	0	DDX1	DDX1	ENST00000381341	1	0	intron	15	27	_	MYCN	MYCN	ENST00000281043	1	_	exon	2	3	_	740
253	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15756785	15756787	2	16212860	16212860	-	+	0	0	96	62	0	0	0	DDX1	DDX1	ENST00000381341	1	0	intron	15	27	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	200
346	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15758729	15758731	2	16500865	16500865	-	+	0	0	101	67	0	0	0	DDX1	DDX1	ENST00000381341	1	0	intron	17	27	_	_	_	_	_	_	_	_	_	_	0
202	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15774401	15774401	2	16146070	16146070	+	+	0	0	118	124	0	0	1	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
265	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15798350	15798350	2	16246588	16246590	+	-	0	0	78	87	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
267	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15800056	15800058	2	16248237	16248237	-	+	0	0	82	79	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
280	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15803208	15803208	2	16350312	16350314	+	-	0	0	54	42	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
125	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15807071	15807073	2	16047340	16047342	-	-	0	0	177	121	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
127	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15810900	15810900	2	16051265	16051265	+	+	0	0	20	17	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
121	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15819951	15819951	2	16035755	16035755	+	+	0	0	122	78	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
85	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15846026	15846028	2	15905533	15905535	-	-	0	0	165	132	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
226	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15851311	15851313	2	16175041	16175043	-	-	0	0	71	68	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
136	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15853128	15853130	2	16071746	16071746	-	+	0	0	69	60	0	0	0	_	_	_	_	_	_	_	_	_	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	0
74	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15860611	15860613	2	15873400	15873402	-	-	0	0	157	131	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
317	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15862334	15862334	2	16414865	16414867	+	-	0	0	35	22	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
86	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15875022	15875024	2	15922801	15922803	-	-	0	0	97	63	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
422	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr12.2	15501905-16255326	66451372-66451373	0.041617835	2	15882940	15882940	12	66451373	66451373	+	+	0	0	63	64	1	2	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
427	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr12.3	15501905-16255326	66451462-66451463	0.041617835	2	15882965	15882967	12	66451461	66451463	-	-	0	0	59	86	2	2	3	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
298	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15895795	15895797	2	16398241	16398241	-	+	0	0	20	26	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
169	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15895868	15895870	2	16115635	16115637	-	-	0	0	12	6	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
299	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15895937	15895937	2	16398241	16398241	+	+	0	0	25	18	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
333	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	15896066	15896068	2	16463483	16463483	-	+	0	0	43	36	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
105	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15896079	15896079	2	15998643	15998645	+	-	0	0	35	15	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
205	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15897478	15897478	2	16167240	16167240	+	+	0	0	71	74	0	0	1	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
203	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	15897674	15897676	2	16158242	16158244	-	-	0	0	75	92	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
