id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.118706.T20.01.WG01.count	I.H.118706.T1.1.D1.1.count	I.H.118706.T10.1.D1.1.count	I.H.118706.T11.1.D1.1.count	I.H.118706.T12.1.D1.1.count	I.H.118706.T13.1.D1.1.count	I.H.118706.T14.1.D1.1.count	I.H.118706.T15.1.D1.1.count	I.H.118706.T16.1.D1.1.count	I.H.118706.T17.1.D1.1.count	I.H.118706.T2.1.D1.1.count	I.H.118706.T3.1.D1.1.count	I.H.118706.T4.1.D1.1.count	I.H.118706.T5.1.D1.1.count	I.H.118706.T9.1.D1.1.count	I.H.118706.T19.1.D1.1.count	I.H.118706.T19.2.D1.1.count	I.H.118706.T19.3.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
54	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15935253	15935253	2	15956675	15956675	+	+	0	0	0	0	41	21	26	23	30	9	41	28	0	24	26	33	15	31	19	8	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
185	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15935780	15935782	2	16512188	16512188	-	+	0	0	0	3	31	14	30	29	34	3	47	40	1	30	36	36	15	20	13	21	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
124	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15937246	15937246	2	16354801	16354801	+	+	0	0	0	1	31	23	27	31	22	12	30	28	0	21	27	32	20	22	16	22	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
94	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15938110	15938112	2	16212195	16212197	-	-	0	0	1	0	21	16	39	19	22	6	40	18	0	20	23	19	14	17	22	15	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	0
276	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15938138	15938140	2	16701246	16701248	-	-	0	0	0	0	41	20	33	30	25	6	38	33	1	42	34	35	15	26	14	19	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
254	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15938239	15938241	2	16632384	16632386	-	-	0	0	0	1	47	24	73	26	29	8	49	40	0	31	26	36	19	41	16	26	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
67	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15944089	15944091	2	16057422	16057422	-	+	0	0	0	0	26	24	37	28	22	7	37	31	0	48	39	34	13	24	22	19	AC113608.1	AC113608.1	ENST00000448379	-1	_	UTRintron	1	2	_	_	_	_	_	_	_	_	_	_	0
66	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15944906	15944906	2	16054297	16054297	+	+	0	0	0	0	26	15	25	28	31	4	26	33	0	27	21	33	8	25	19	16	AC113608.1	AC113608.1	ENST00000448379	-1	_	UTRintron	1	2	_	_	_	_	_	_	_	_	_	_	0
114	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15947837	15947839	2	16263525	16263527	-	-	0	0	0	0	36	14	56	30	29	11	38	29	1	19	31	35	25	22	17	25	AC113608.1	AC113608.1	ENST00000448379	-1	_	UTRintron	1	2	_	_	_	_	_	_	_	_	_	_	0
307	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15953242	15953243	2	16762165	16762166	-	+	0	0	0	1	40	28	30	31	32	8	39	39	1	23	32	27	12	34	19	16	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	1	intron	3	12	_	0
288	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15954091	15954093	2	16729245	16729245	-	+	0	0	0	0	44	24	34	27	30	9	30	36	1	29	32	24	14	33	16	21	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
184	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15956275	15956277	2	16509383	16509385	-	-	0	0	0	0	30	19	68	31	29	9	36	40	1	21	28	35	22	34	16	22	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
300	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15957606	15957606	2	16748497	16748497	+	+	0	0	0	1	44	19	32	34	25	5	51	30	1	33	27	29	22	22	20	16	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	1	intron	3	12	_	0
106	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15969256	15969256	2	16246464	16246466	+	-	0	0	0	0	38	26	20	20	26	8	46	32	0	31	31	33	17	29	20	15	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
71	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15977973	15977973	2	16075523	16075523	+	+	0	0	0	0	37	17	46	32	20	10	31	27	0	21	25	38	26	23	18	22	_	_	_	_	_	_	_	_	_	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	0
126	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15982948	15982949	2	16369708	16369709	+	+	0	0	0	0	29	15	54	32	24	12	42	21	0	31	32	24	18	27	14	17	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
205	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15983000	15983000	2	16553076	16553076	+	+	0	0	0	0	28	24	62	25	23	17	43	39	0	29	29	20	32	29	22	14	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	0
60	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15983785	15983787	2	15989391	15989393	-	-	0	0	0	0	9	6	13	7	9	2	11	14	0	5	16	6	7	6	7	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
357	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15983872	15983872	2	16842070	16842072	+	-	0	0	0	0	8	8	7	7	8	0	11	11	0	7	8	6	6	7	5	7	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
196	T14	high_conf	T14_62	DM	39	mycn	#E5D1C0	complex	11	3	NA	NA	NA	NA	NA	2	15985544	15985544	2	16532831	16532833	+	-	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
422	T14	high_conf	T14_62	DM	39	mycn	#E5D1C0	complex	11	3	NA	NA	NA	NA	NA	2	15985570	15985572	5	71117761	71117763	-	-	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
154	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15986031	15986031	2	16453514	16453514	+	+	0	0	0	1	36	26	36	37	33	14	40	28	0	31	28	27	27	27	22	12	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
302	T1/T11	high_conf	T1_69__T11_6	DM	12	mycn	#00C700	complex	11	5	NA	NA	NA	NA	NA	2	15986936	15986936	2	16752526	16752526	+	+	0	0	0	78	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	1	intron	3	12	_	0
177	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15988681	15988683	2	16501777	16501777	-	+	0	0	0	0	31	18	63	22	24	7	39	36	0	29	16	21	22	20	13	20	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
256	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15988836	15988838	2	16636077	16636077	-	+	0	0	0	0	40	25	36	34	39	5	40	33	0	30	24	34	14	32	23	19	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
61	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15989755	15989757	2	15993037	15993037	-	+	0	0	0	0	6	11	12	9	9	2	16	12	0	5	10	10	5	13	3	7	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
338	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15993054	15993056	2	16829395	16829397	-	-	0	0	0	0	29	24	43	33	45	14	34	29	0	28	24	26	25	27	14	19	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
341	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15996093	15996093	2	16830633	16830633	+	+	0	0	0	0	37	29	64	32	35	16	48	36	0	46	23	34	17	38	13	14	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
74	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	15997418	15997420	2	16089723	16089725	-	-	0	0	0	1	30	34	48	18	29	8	45	37	1	44	21	28	19	26	13	16	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
281	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16007589	16007591	2	16711314	16711316	-	-	0	0	0	0	57	21	31	31	22	5	22	38	0	28	30	34	18	24	21	17	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
326	T1/T11	high_conf	T1_69__T11_6	DM	12	mycn	#00C700	complex	11	5	NA	NA	NA	NA	NA	2	16009544	16009546	2	16805522	16805524	-	-	0	0	0	83	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
95	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16013526	16013528	2	16217923	16217923	-	+	0	0	0	0	33	27	52	22	36	10	42	40	0	24	36	24	23	25	15	20	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	2	4	_	0
76	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16013937	16013939	2	16107746	16107746	-	+	0	0	0	0	33	13	50	23	31	4	46	31	0	30	28	27	16	35	21	21	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
139	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16018809	16018811	2	16404271	16404273	-	-	0	0	0	0	47	20	28	22	30	7	39	32	0	25	31	25	15	28	17	18	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
78	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16019188	16019190	2	16117854	16117854	-	+	0	0	0	1	25	19	35	13	16	3	29	17	0	15	20	17	9	20	10	11	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
347	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16024247	16024249	2	16834431	16834431	-	+	0	0	0	0	70	55	95	44	62	20	80	72	0	59	52	51	40	43	35	38	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
167	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16026698	16026700	2	16475587	16475587	-	+	0	0	0	0	30	33	64	25	18	15	33	41	0	32	26	25	18	27	14	28	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
233	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16028827	16028827	2	16605848	16605848	+	+	0	0	0	1	32	26	33	25	27	5	31	32	0	31	36	23	28	34	21	21	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	0
82	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16028924	16028926	2	16140962	16140964	-	-	0	0	0	0	26	19	54	14	19	12	41	24	0	21	31	16	12	25	11	14	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
348	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16029705	16029705	2	16834803	16834803	+	+	0	0	0	0	29	26	40	31	33	8	29	24	0	25	36	29	19	29	21	19	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
86	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16034132	16034134	2	16175233	16175233	-	+	0	0	0	0	29	25	77	26	25	9	48	26	0	36	24	36	23	26	17	16	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
181	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16036702	16036704	2	16504373	16504373	-	+	0	0	0	0	40	12	59	19	27	17	39	32	0	60	21	23	14	26	10	16	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
350	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16041834	16041836	2	16836643	16836643	-	+	0	0	0	0	25	19	30	35	31	10	30	29	0	20	37	30	19	24	13	16	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
212	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16057431	16057433	2	16574147	16574149	-	-	0	0	0	0	29	24	29	35	26	8	54	27	0	26	29	22	13	23	19	14	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	0
68	T1/T11	high_conf	T1_69__T11_6	DM	12	mycn	#00C700	simple_deletion	10	1	NA	NA	NA	NA	NA	2	16066174	16066176	2	16067218	16067220	+	+	0	0	0	76	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	100
70	T14	high_conf	T14_62	DM	39	mycn	#E5D1C0	simple_deletion	12	1	NA	NA	NA	NA	NA	2	16068499	16068499	2	16073550	16073550	+	+	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	100
188	T5	high_conf	T5_69	DM	85	mycn	#027FFF	inversion	20	1	NA	NA	NA	NA	NA	2	16073579	16073581	2	16517861	16517861	-	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
331	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16075158	16075158	2	16817112	16817114	+	-	0	0	0	0	39	20	48	36	38	10	38	38	0	37	29	24	21	34	25	12	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	100
98	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16075679	16075681	2	16231068	16231068	-	+	0	0	0	0	46	32	31	27	26	7	44	41	0	36	32	37	23	15	15	15	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	100
103	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16081877	16081879	2	16237369	16237369	-	+	0	0	0	0	32	27	69	29	34	13	57	37	0	41	38	26	25	22	16	16	MYCN	MYCN	ENST00000281043	1	_	5UTRintron	1	3	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	100
140	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16116537	16116537	2	16405203	16405205	+	-	0	0	0	0	21	19	56	27	36	6	41	36	0	29	25	21	24	29	23	17	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
80	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16122988	16122988	2	16126800	16126800	+	+	0	0	0	1	23	17	49	15	17	10	34	17	1	18	30	22	11	24	14	17	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
221	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16123721	16123721	2	16581073	16581073	+	+	0	0	0	0	37	25	32	22	36	6	49	24	1	33	29	29	18	30	28	22	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	0
296	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16124462	16124462	2	16745086	16745088	+	-	0	0	0	1	43	22	36	42	31	10	42	41	0	41	30	25	13	26	19	19	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	1	intron	5	12	_	0
142	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16127331	16127333	2	16405876	16405876	-	+	0	0	0	1	36	19	36	20	28	11	30	20	1	23	25	20	25	22	10	13	_	_	_	_	_	_	_	_	_	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	0
93	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16127505	16127507	2	16206753	16206755	-	-	0	0	0	0	24	20	47	19	24	9	32	21	0	25	27	33	18	24	23	24	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	0
168	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16128494	16128496	2	16477629	16477629	-	+	0	0	0	0	36	31	67	39	39	10	27	31	0	31	19	18	28	29	13	11	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
104	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16128848	16128850	2	16241156	16241158	-	-	0	0	0	1	41	20	31	21	22	10	41	26	0	30	21	27	16	17	20	17	_	_	_	_	_	_	_	_	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	0
105	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16139170	16139170	2	16244642	16244642	+	+	0	0	0	0	35	19	37	25	29	5	25	26	0	23	30	21	13	21	16	19	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	100
275	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16139760	16139762	2	16695133	16695135	-	-	0	0	0	0	48	24	77	25	40	12	47	38	1	31	37	28	28	28	36	25	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
192	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16147498	16147500	2	16529344	16529344	-	+	0	0	0	2	52	47	94	40	48	14	72	57	1	52	49	65	28	55	23	33	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
