id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	IID_H201574_T01_01_WG01.count	IID_H201574_T02_01_WG01.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
124	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	12225769	12225771	17	71971216	71971218	-	-	DUP	59745447	39	10	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
134	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	12226155	12226157	17	75429137	75429139	-	-	DUP	63202982	44	15	_	_	_	_	_	_	_	_	_	9-Sep	9-Sep	ENST00000427177	1	1	intron	3	12	_	0
138	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	14519134	14519134	17	75860925	75860925	+	+	DEL	61341791	36	12	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
53	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.4	11547735-21085144	40474355.5-54226789.5	0.049952015	17	14705565	14705566	17	44987499	44987500	-	+	T2T_INV	30281934	42	17	_	_	_	_	_	_	_	_	_	RP11-63A1.2	RP11-63A1.2	ENST00000575126	-1	_	UTRexon	2	2	_	0
150	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	15116879	15116879	17	78673590	78673590	+	+	DEL	63556711	50	22	_	_	_	_	_	_	_	_	_	RPTOR	RPTOR	ENST00000306801	1	0	intron	3	34	_	0
146	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	15121186	15121188	17	77412687	77412687	-	+	T2T_INV	62291501	60	23	_	_	_	_	_	_	_	_	_	RBFOX3	RBFOX3	ENST00000453134	-1	_	5UTRintron	2	15	_	0
116	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	15121549	15121550	17	71560506	71560507	-	-	DUP	56438957	14	10	_	_	_	_	_	_	_	_	_	SDK2	SDK2	ENST00000392650	-1	1	intron	1	45	_	0
97	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	15121978	15121978	17	66050750	66050752	+	-	H2H_INV	50928772	46	11	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
108	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	15198316	15198321	17	67748348	67748353	+	+	DEL	52550032	28	18	_	_	_	_	_	_	_	_	_	AC003051.1	AC003051.1	ENST00000591334	1	_	UTRintron	3	6	_	0
64	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.4	11547735-21085144	40474355.5-54226789.5	0.049952015	17	15198931	15198933	17	48266272	48266274	-	+	T2T_INV	33067341	82	29	_	_	_	_	_	_	_	_	_	COL1A1	COL1A1	ENST00000225964	-1	_	exon	41	51	_	0
54	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.4	11547735-21085144	40474355.5-54226789.5	0.049952015	17	15303176	15303180	17	46086573	46086577	+	+	DEL	30783397	87	31	RP11-849N15.4	RP11-849N15.4	ENST00000580422	-1	_	UTRintron	2	4	_	_	_	_	_	_	_	_	_	_	0
148	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	15304522	15304523	17	78531574	78531575	-	+	T2T_INV	63227052	65	17	RP11-849N15.4	RP11-849N15.4	ENST00000580422	-1	_	UTRintron	2	4	_	RPTOR	RPTOR	ENST00000306801	1	0	intron	1	34	_	180
82	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	16425355	16425357	17	64624688	64624690	+	-	H2H_INV	48199333	28	16	_	_	_	_	_	_	_	_	_	PRKCA	PRKCA	ENST00000413366	1	0	intron	3	17	_	0
140	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	16944925	16944927	17	76184695	76184697	-	+	T2T_INV	59239770	65	22	_	_	_	_	_	_	_	_	_	AFMID	AFMID	ENST00000327898	1	0	intron	1	11	_	0
89	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	19223577	19223579	17	66050152	66050152	-	+	T2T_INV	46826575	27	4	EPN2	EPN2	ENST00000314728	1	1	intron	7	11	_	_	_	_	_	_	_	_	_	_	0
96	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	19223577	19223579	17	66050563	66050565	-	-	DUP	46826986	25	17	EPN2	EPN2	ENST00000314728	1	1	intron	7	11	_	_	_	_	_	_	_	_	_	_	0
135	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.5	11547735-21085144	57539432.5-qtel	0.049952015	17	19223578	19223582	17	75429740	75429744	-	+	T2T_INV	56206162	33	10	EPN2	EPN2	ENST00000314728	1	1	intron	7	11	_	9-Sep	9-Sep	ENST00000329047	1	1	intron	2	11	_	540
44	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.4	11547735-21085144	40474355.5-54226789.5	0.049952015	17	19223862	19223862	17	41747414	41747414	+	+	DEL	22523552	32	3	EPN2	EPN2	ENST00000314728	1	1	intron	7	11	_	_	_	_	_	_	_	_	_	_	0
67	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.4	11547735-21085144	40474355.5-54226789.5	0.049952015	17	19223892	19223892	17	51871168	51871168	+	+	DEL	32647276	22	11	EPN2	EPN2	ENST00000314728	1	1	intron	7	11	_	_	_	_	_	_	_	_	_	_	0
65	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.2	15.chr17.4	11547735-21085144	40474355.5-54226789.5	0.049952015	17	21082624	21082625	17	49185887	49185888	+	+	DEL	28103263	39	12	DHRS7B	DHRS7B	ENST00000395511	1	0	intron	3	7	_	SPAG9	SPAG9	ENST00000262013	-1	0	intron	1	30	_	540
133	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	26902334	26902336	17	75033024	75033026	-	+	T2T_INV	48130690	68	18	ALDOC	ALDOC	ENST00000226253	-1	_	exon	3	9	_	_	_	_	_	_	_	_	_	_	0
511	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.4	26902060-37539424	40474355.5-54226789.5	0.049952015	17	27486809	27486811	17	43948525	43948527	+	+	DEL	16461716	61	17	MYO18A	MYO18A	ENST00000527372	-1	0	intron	2	42	_	_	_	_	_	_	_	_	_	_	0
71	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	27487009	27487010	17	57539432	57539433	-	-	DUP	30052423	47	17	MYO18A	MYO18A	ENST00000527372	-1	0	intron	2	42	_	RP11-567L7.6	RP11-567L7.6	ENST00000584262	-1	_	UTRintron	2	3	_	200
411	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.4	26902060-37539424	40474355.5-54226789.5	0.049952015	17	28006984	28006986	17	41713533	41713535	+	+	DEL	13706549	20	16	SSH2	SSH2	ENST00000269033	-1	2	intron	5	15	_	_	_	_	_	_	_	_	_	_	0
141	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	28017551	28017553	17	76324388	76324390	-	-	DUP	48306837	36	8	SSH2	SSH2	ENST00000269033	-1	0	intron	4	15	_	AC061992.2	AC061992.2	ENST00000586321	1	_	UTRintron	1	3	_	200
241	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.3	26902060-37539424	26902060-37539424	0.049952015	17	28703982	28703983	17	28707346	28707347	+	+	DEL	3364	22	4	_	_	_	_	_	_	_	_	_	CPD	CPD	ENST00000543464	1	_	5UTRexon	1	21	_	0
56	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.4	26902060-37539424	40474355.5-54226789.5	0.049952015	17	28703991	28703992	17	46090607	46090608	-	+	T2T_INV	17386616	23	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
521	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.4	26902060-37539424	40474355.5-54226789.5	0.049952015	17	28704150	28704153	17	44987442	44987445	+	-	H2H_INV	16283292	75	31	_	_	_	_	_	_	_	_	_	RP11-63A1.2	RP11-63A1.2	ENST00000575126	-1	_	UTRexon	2	2	_	0
99	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	28704591	28704595	17	66051277	66051281	+	-	H2H_INV	37346686	44	9	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
57	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.4	26902060-37539424	40474355.5-54226789.5	0.049952015	17	28707318	28707320	17	46090607	46090609	-	+	T2T_INV	17383289	58	8	CPD	CPD	ENST00000225719	1	2	intron	1	21	_	_	_	_	_	_	_	_	_	_	0
122	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	28707550	28707550	17	71970780	71970782	+	-	H2H_INV	43263230	31	7	CPD	CPD	ENST00000225719	1	2	intron	1	21	_	_	_	_	_	_	_	_	_	_	0
118	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	29386358	29386358	17	71970611	71970611	+	+	DEL	42584253	10	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
98	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	31540006	31540008	17	66050764	66050766	-	-	DUP	34510758	37	9	ASIC2	ASIC2	ENST00000225823	-1	0	intron	1	10	_	_	_	_	_	_	_	_	_	_	0
144	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	32482012	32482015	17	76547577	76547580	+	+	DEL	44065565	63	13	ASIC2	ASIC2	ENST00000359872	-1	0	intron	1	10	_	DNAH17	DNAH17	ENST00000389840	-1	0	intron	16	81	_	900
47	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.4	26902060-37539424	40474355.5-54226789.5	0.049952015	17	32487118	32487119	17	41937870	41937871	-	-	DUP	9450752	65	15	_	_	_	_	_	_	_	_	_	CD300LG	CD300LG	ENST00000317310	1	0	intron	6	7	_	0
90	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	34127422	34127424	17	66050217	66050217	-	+	T2T_INV	31922795	40	13	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
421	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.4	26902060-37539424	40474355.5-54226789.5	0.049952015	17	35144043	35144045	17	41747091	41747093	-	-	DUP	6603048	18	8	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
147	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	36093845	36093850	17	77455239	77455244	-	-	DUP	41361394	61	17	HNF1B	HNF1B	ENST00000225893	-1	1	intron	2	9	_	RBFOX3	RBFOX3	ENST00000453134	-1	_	5UTRintron	2	15	_	200
109	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	37061663	37061666	17	68897700	68897703	-	+	T2T_INV	31836037	38	9	LASP1	LASP1	ENST00000318008	1	0	intron	4	7	_	_	_	_	_	_	_	_	_	_	0
105	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	37346054	37346056	17	67731650	67731652	+	+	DEL	30385596	26	17	CACNB1	CACNB1	ENST00000394303	-1	0	intron	3	14	_	AC003051.1	AC003051.1	ENST00000591334	1	_	UTRintron	3	6	_	200
123	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.5	26902060-37539424	57539432.5-qtel	0.049952015	17	37537952	37537955	17	71970891	71970894	+	+	DEL	34432939	24	6	FBXL20	FBXL20	ENST00000264658	-1	0	intron	1	15	_	_	_	_	_	_	_	_	_	_	0
69	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.3	15.chr17.4	26902060-37539424	40474355.5-54226789.5	0.049952015	17	37539422	37539426	17	51895266	51895270	-	-	DUP	14355844	2	18	FBXL20	FBXL20	ENST00000264658	-1	0	intron	1	15	_	_	_	_	_	_	_	_	_	_	0
49	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.4	40474355.5-54226789.5	40474355.5-54226789.5	0.049952015	17	40474355	40474356	17	43924590	43924591	+	+	DEL	3450235	68	20	STAT3	STAT3	ENST00000264657	-1	2	exon	21	24	_	_	_	_	_	_	_	_	_	_	0
113	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	41746551	41746553	17	70730921	70730923	-	-	DUP	28984370	76	12	_	_	_	_	_	_	_	_	_	SLC39A11	SLC39A11	ENST00000542342	-1	2	intron	7	10	_	0
72	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	41746735	41746736	17	57539494	57539495	+	+	DEL	15792759	63	20	_	_	_	_	_	_	_	_	_	RP11-567L7.6	RP11-567L7.6	ENST00000584262	-1	_	UTRintron	2	3	_	0
93	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	41747484	41747486	17	66050307	66050309	-	-	DUP	24302823	17	9	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
68	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.4	40474355.5-54226789.5	40474355.5-54226789.5	0.049952015	17	41747518	41747521	17	51871168	51871171	+	+	DEL	10123650	44	11	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
92	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	41747859	41747861	17	66050232	66050232	-	+	T2T_INV	24302373	21	4	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
87	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	41748066	41748066	17	66050133	66050133	+	+	DEL	24302067	34	11	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
143	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	41748170	41748175	17	76547414	76547419	-	-	DUP	34799244	54	21	_	_	_	_	_	_	_	_	_	DNAH17	DNAH17	ENST00000389840	-1	0	intron	16	81	_	0
63	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.4	40474355.5-54226789.5	40474355.5-54226789.5	0.049952015	17	42084772	42084773	17	48203822	48203823	-	+	T2T_INV	6119050	49	18	NAGS	NAGS	ENST00000293404	1	0	exon	5	7	_	SAMD14	SAMD14	ENST00000503131	-1	_	5UTRintron	1	11	_	100
50	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.4	40474355.5-54226789.5	40474355.5-54226789.5	0.049952015	17	42440635	42440638	17	43945272	43945275	-	-	DUP	1504637	69	17	FAM171A2	FAM171A2	ENST00000293443	-1	1	intron	1	8	_	_	_	_	_	_	_	_	_	_	0
112	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	43924507	43924508	17	69010827	69010828	+	+	DEL	25086320	87	27	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
85	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	46090607	46090609	17	66049656	66049656	-	+	T2T_INV	19959049	58	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
100	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	47465759	47465759	17	66172147	66172147	+	+	DEL	18706388	34	13	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
114	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	49052351	49052355	17	70731001	70731005	-	+	T2T_INV	21678650	42	10	SPAG9	SPAG9	ENST00000262013	-1	1	intron	27	30	_	SLC39A11	SLC39A11	ENST00000542342	-1	2	intron	7	10	_	540
142	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	49180837	49180839	17	76326185	76326187	+	+	DEL	27145348	41	10	SPAG9	SPAG9	ENST00000262013	-1	0	intron	1	30	_	AC061992.2	AC061992.2	ENST00000586321	1	_	UTRintron	1	3	_	200
102	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	51615858	51615860	17	67721571	67721573	-	-	DUP	16105713	53	21	_	_	_	_	_	_	_	_	_	AC003051.1	AC003051.1	ENST00000591334	1	_	UTRintron	3	6	_	0
76	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	54225001	54225005	17	59433639	59433643	+	-	H2H_INV	5208638	89	40	_	_	_	_	_	_	_	_	_	BCAS3	BCAS3	ENST00000390652	1	1	intron	23	25	_	0
139	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.4	15.chr17.5	40474355.5-54226789.5	57539432.5-qtel	0.049952015	17	54226789	54226790	17	76184204	76184205	-	-	DUP	21957415	39	12	_	_	_	_	_	_	_	_	_	AFMID	AFMID	ENST00000327898	1	0	intron	1	11	_	0
125	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	64413148	64413151	17	72126905	72126908	-	+	T2T_INV	7713757	76	27	PRKCA	PRKCA	ENST00000413366	1	1	intron	2	17	_	RP11-101O21.1	RP11-101O21.1	ENST00000584003	-1	_	UTRintron	1	5	_	200
149	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	64625321	64625323	17	78673223	78673225	-	-	DUP	14047902	53	18	PRKCA	PRKCA	ENST00000413366	1	0	intron	3	17	_	RPTOR	RPTOR	ENST00000306801	1	0	intron	3	34	_	900
132	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	66049624	66049626	17	75030612	75030614	-	-	DUP	8980988	44	16	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
107	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	66050054	66050054	17	67746564	67746566	+	-	H2H_INV	1696510	28	11	_	_	_	_	_	_	_	_	_	AC003051.1	AC003051.1	ENST00000591334	1	_	UTRintron	3	6	_	0
120	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	66050329	66050331	17	71970656	71970658	-	-	DUP	5920327	20	9	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
117	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	66050580	66050580	17	71970603	71970605	+	-	H2H_INV	5920023	27	6	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
111	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	67731951	67731955	17	68898093	68898097	+	-	H2H_INV	1166142	22	15	AC003051.1	AC003051.1	ENST00000591334	1	_	UTRintron	3	6	_	_	_	_	_	_	_	_	_	_	0
151	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	71545109	71545109	17	80218546	80218548	+	-	H2H_INV	8673437	73	13	SDK2	SDK2	ENST00000392650	-1	1	intron	1	45	_	CSNK1D	CSNK1D	ENST00000314028	-1	1	intron	2	9	_	540
131	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	71545460	71545461	17	74978814	74978815	-	+	T2T_INV	3433354	86	14	SDK2	SDK2	ENST00000392650	-1	1	intron	1	45	_	_	_	_	_	_	_	_	_	_	0
127	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	72546439	72546441	17	74373306	74373308	-	+	T2T_INV	1826867	71	23	_	_	_	_	_	_	_	_	_	SPHK1	SPHK1	ENST00000545180	1	_	5UTRintron	1	8	_	0
137	T1/T2	high	trunk	chromothripsis	26	NA	#646464	complex	15	144	15.chr17.5	15.chr17.5	57539432.5-qtel	57539432.5-qtel	0.049952015	17	74947213	74947215	17	75429963	75429965	-	-	DUP	482750	34	3	RP11-87G24.3	RP11-87G24.3	ENST00000585902	-1	_	UTRintron	1	2	_	9-Sep	9-Sep	ENST00000329047	1	1	intron	2	11	_	180
34	T1/T2	high	trunk	complex	52	NA	#646464	complex	8_1	2	8.chr5.3	8.chr19.1	73143409.5-73158363.5	54182832.5-54191492.5	4.37E-09	5	73143409	73143410	19	54191492	54191493	-	-	TRA	-1	16	6	ARHGEF28	ARHGEF28	ENST00000545377	1	0	intron	12	37	_	_	_	_	_	_	_	_	_	_	0
25	T1/T2	high	trunk	complex	52	NA	#646464	complex	8_1	2	8.chr5.3	8.chr19.1	73143409.5-73158363.5	54182832.5-54191492.5	4.37E-09	5	73158361	73158366	19	54182830	54182835	+	+	TRA	-1	14	8	ARHGEF28	ARHGEF28	ENST00000545377	1	1	intron	16	37	_	_	_	_	_	_	_	_	_	_	0
